user_id,employee_name,department,tool,license_type,monthly_cost_inr,logins_last_30d,active_days_last_30d,last_login_date,assigned_date,truly_unused
u-00353,Employee 353,Operations,Slack,Standard,700.0,1,1,2026-04-06,2024-10-16,0
u-00354,Employee 354,Design,Salesforce,Premium,19200.0,41,16,2026-05-22,2026-01-24,0
u-00354,Employee 354,Design,Zoom,Enterprise,2880.0,95,23,2026-05-22,2024-07-22,0
u-00354,Employee 354,Design,GitHub,Premium,2880.0,63,14,2026-05-22,2026-03-01,0
u-00354,Employee 354,Design,HubSpot,Standard,4500.0,15,28,2026-05-21,2025-08-24,0
u-00355,Employee 355,Legal,Notion,Standard,900.0,71,20,2026-05-22,2025-09-17,0
u-00355,Employee 355,Legal,HubSpot,Enterprise,10800.0,5,2,2026-05-11,2025-12-04,1
u-00356,Employee 356,HR,Figma,Standard,1300.0,25,14,2026-05-22,2025-07-29,0
u-00356,Employee 356,HR,HubSpot,Standard,4500.0,87,17,2026-05-21,2025-07-04,0
u-00357,Employee 357,Operations,Slack,Enterprise,1680.0,19,12,2026-05-20,2025-09-28,0
u-00358,Employee 358,Finance,HubSpot,Premium,7200.0,72,12,2026-05-21,2024-03-26,0
u-00358,Employee 358,Finance,Salesforce,Enterprise,28800.0,0,0,,2026-01-09,1
u-00359,Employee 359,Operations,Jira,Enterprise,3600.0,39,20,2026-05-22,2025-01-11,0
u-00359,Employee 359,Operations,Notion,Standard,900.0,0,0,,2026-01-04,1
u-00360,Employee 360,Engineering,HubSpot,Standard,4500.0,78,24,2026-05-20,2025-10-10,0
u-00360,Employee 360,Engineering,Notion,Standard,900.0,114,26,2026-05-22,2025-03-21,0
u-00360,Employee 360,Engineering,Zoom,Standard,1200.0,102,14,2026-05-20,2024-06-24,0
u-00361,Employee 361,Design,Slack,Premium,1120.0,2,1,2026-04-15,2025-08-15,0
u-00362,Employee 362,Marketing,Salesforce,Standard,12000.0,36,23,2026-05-21,2025-04-18,0
u-00362,Employee 362,Marketing,HubSpot,Standard,4500.0,83,14,2026-05-21,2024-10-11,0
u-00362,Employee 362,Marketing,Zoom,Premium,1920.0,57,22,2026-05-19,2025-01-16,0
u-00362,Employee 362,Marketing,Jira,Standard,1500.0,2,1,2026-04-24,2024-09-02,1
u-00363,Employee 363,Engineering,Slack,Standard,700.0,80,17,2026-05-22,2024-09-12,0
u-00363,Employee 363,Engineering,HubSpot,Standard,4500.0,60,18,2026-05-22,2025-04-04,0
u-00364,Employee 364,Marketing,Figma,Standard,1300.0,70,14,2026-05-19,2023-12-09,0
u-00364,Employee 364,Marketing,Jira,Premium,2400.0,85,28,2026-05-22,2024-07-24,0
u-00365,Employee 365,Operations,Figma,Standard,1300.0,6,4,2026-05-19,2024-06-23,1
u-00365,Employee 365,Operations,GitHub,Premium,2880.0,0,0,,2026-04-08,1
u-00366,Employee 366,Marketing,Figma,Standard,1300.0,0,0,,2024-07-15,0
u-00366,Employee 366,Marketing,Notion,Premium,1440.0,42,24,2026-05-19,2025-07-06,0
u-00367,Employee 367,Engineering,HubSpot,Premium,7200.0,116,11,2026-05-21,2024-07-11,0
u-00367,Employee 367,Engineering,GitHub,Standard,1800.0,107,17,2026-05-21,2025-05-25,0
u-00367,Employee 367,Engineering,Jira,Premium,2400.0,2,0,2026-04-18,2025-05-11,0
u-00368,Employee 368,HR,Salesforce,Standard,12000.0,1,0,2026-05-08,2025-08-15,1
u-00368,Employee 368,HR,Notion,Standard,900.0,3,0,2026-03-27,2025-04-08,0
u-00369,Employee 369,Operations,Jira,Premium,2400.0,39,17,2026-05-20,2025-07-11,0
u-00369,Employee 369,Operations,HubSpot,Enterprise,10800.0,116,18,2026-05-22,2024-03-22,0
u-00370,Employee 370,Legal,Jira,Standard,1500.0,48,27,2026-05-22,2025-11-29,0
u-00371,Employee 371,Operations,Slack,Premium,1120.0,104,18,2026-05-22,2025-07-25,0
u-00371,Employee 371,Operations,Notion,Standard,900.0,51,16,2026-05-21,2024-09-24,0
u-00371,Employee 371,Operations,Zoom,Enterprise,2880.0,26,14,2026-05-22,2024-04-03,0
u-00372,Employee 372,Operations,Salesforce,Premium,19200.0,99,10,2026-05-22,2025-03-15,0
u-00373,Employee 373,Design,GitHub,Enterprise,4320.0,72,18,2026-05-19,2026-02-13,0
u-00374,Employee 374,Finance,Slack,Standard,700.0,38,10,2026-05-19,2025-01-30,0
u-00374,Employee 374,Finance,Figma,Premium,2080.0,55,17,2026-05-19,2026-03-18,0
u-00374,Employee 374,Finance,Jira,Premium,2400.0,2,0,2026-05-04,2025-06-13,1
u-00375,Employee 375,Engineering,Jira,Premium,2400.0,1,1,2026-04-23,2026-04-11,0
u-00375,Employee 375,Engineering,Notion,Enterprise,2160.0,30,25,2026-05-20,2025-09-30,0
u-00376,Employee 376,Sales,Salesforce,Premium,19200.0,19,24,2026-05-20,2025-06-23,0
u-00376,Employee 376,Sales,Figma,Standard,1300.0,89,16,2026-05-20,2025-04-03,0
u-00376,Employee 376,Sales,Zoom,Standard,1200.0,36,18,2026-05-19,2025-10-16,0
u-00377,Employee 377,Finance,Zoom,Standard,1200.0,60,15,2026-05-20,2024-02-02,0
u-00377,Employee 377,Finance,Figma,Premium,2080.0,66,16,2026-05-21,2024-07-12,0
u-00377,Employee 377,Finance,GitHub,Standard,1800.0,70,23,2026-05-20,2025-01-20,0
u-00378,Employee 378,Finance,Slack,Standard,700.0,27,27,2026-05-21,2025-04-25,0
u-00379,Employee 379,Finance,Jira,Standard,1500.0,79,25,2026-05-19,2025-07-07,0
u-00379,Employee 379,Finance,Figma,Standard,1300.0,3,4,2026-05-14,2025-10-27,1
u-00380,Employee 380,Finance,Notion,Enterprise,2160.0,64,23,2026-05-19,2024-07-16,0
u-00381,Employee 381,Marketing,Salesforce,Standard,12000.0,83,27,2026-05-19,2024-02-06,0
u-00382,Employee 382,HR,Zoom,Premium,1920.0,61,10,2026-05-19,2025-11-26,0
u-00382,Employee 382,HR,Slack,Enterprise,1680.0,70,13,2026-05-20,2025-05-29,0
u-00382,Employee 382,HR,GitHub,Enterprise,4320.0,103,29,2026-05-19,2024-12-27,0
u-00382,Employee 382,HR,HubSpot,Standard,4500.0,79,24,2026-05-21,2025-07-01,0
u-00383,Employee 383,Marketing,Slack,Premium,1120.0,86,28,2026-05-21,2024-05-26,0
u-00384,Employee 384,Sales,Zoom,Enterprise,2880.0,0,0,,2024-01-22,1
u-00385,Employee 385,Sales,Notion,Standard,900.0,0,0,,2026-01-28,1
u-00385,Employee 385,Sales,Figma,Enterprise,3120.0,3,0,2026-04-12,2026-03-16,0
u-00386,Employee 386,Finance,Notion,Standard,900.0,0,1,,2024-05-31,0
u-00386,Employee 386,Finance,Salesforce,Standard,12000.0,88,16,2026-05-22,2024-04-25,0
u-00387,Employee 387,Marketing,GitHub,Premium,2880.0,2,0,2026-05-06,2024-08-08,1
u-00387,Employee 387,Marketing,Salesforce,Premium,19200.0,82,27,2026-05-21,2025-05-15,0
u-00388,Employee 388,Marketing,Figma,Enterprise,3120.0,62,27,2026-05-22,2024-07-02,0
u-00388,Employee 388,Marketing,GitHub,Enterprise,4320.0,4,2,2026-05-09,2025-02-20,1
u-00388,Employee 388,Marketing,Salesforce,Premium,19200.0,70,13,2026-05-19,2024-01-18,0
u-00388,Employee 388,Marketing,Notion,Premium,1440.0,3,1,2026-04-15,2025-11-10,0
u-00389,Employee 389,Legal,HubSpot,Standard,4500.0,83,13,2026-05-19,2025-02-28,0
u-00389,Employee 389,Legal,Figma,Standard,1300.0,1,0,2026-05-03,2025-12-21,1
u-00390,Employee 390,Operations,Slack,Standard,700.0,76,18,2026-05-19,2025-09-14,0
u-00390,Employee 390,Operations,Jira,Premium,2400.0,0,1,,2025-03-09,0
u-00390,Employee 390,Operations,GitHub,Enterprise,4320.0,3,1,2026-03-28,2025-07-03,0
u-00391,Employee 391,Finance,Salesforce,Standard,12000.0,56,16,2026-05-19,2024-03-04,0
u-00391,Employee 391,Finance,Notion,Enterprise,2160.0,28,13,2026-05-19,2026-04-12,0
u-00392,Employee 392,HR,HubSpot,Standard,4500.0,0,0,,2025-02-22,1
u-00392,Employee 392,HR,Notion,Standard,900.0,98,15,2026-05-19,2025-10-10,0
u-00393,Employee 393,Sales,Salesforce,Standard,12000.0,73,24,2026-05-19,2024-11-02,0
u-00393,Employee 393,Sales,Jira,Premium,2400.0,64,12,2026-05-21,2025-03-30,0
u-00394,Employee 394,Design,Figma,Standard,1300.0,2,1,2026-03-26,2026-03-30,0
u-00395,Employee 395,Engineering,HubSpot,Standard,4500.0,2,1,2026-04-26,2026-04-06,1
u-00395,Employee 395,Engineering,Notion,Standard,900.0,97,29,2026-05-22,2024-08-10,0
u-00396,Employee 396,Legal,Slack,Standard,700.0,67,27,2026-05-19,2024-10-21,0
u-00397,Employee 397,Engineering,Notion,Standard,900.0,1,1,2026-04-26,2024-12-09,0
u-00397,Employee 397,Engineering,GitHub,Standard,1800.0,33,24,2026-05-19,2024-08-06,0
u-00397,Employee 397,Engineering,Slack,Standard,700.0,32,29,2026-05-22,2025-02-05,0
u-00398,Employee 398,Engineering,Zoom,Standard,1200.0,41,14,2026-05-20,2024-03-30,0
u-00398,Employee 398,Engineering,HubSpot,Premium,7200.0,60,18,2026-05-22,2023-12-12,0
u-00399,Employee 399,Operations,Figma,Premium,2080.0,62,12,2026-05-20,2025-04-10,0
u-00399,Employee 399,Operations,GitHub,Enterprise,4320.0,53,10,2026-05-21,2024-08-21,0
u-00399,Employee 399,Operations,HubSpot,Premium,7200.0,35,15,2026-05-21,2025-04-25,0
u-00400,Employee 400,HR,HubSpot,Standard,4500.0,57,19,2026-05-22,2025-08-19,0
u-00400,Employee 400,HR,GitHub,Standard,1800.0,2,0,2026-04-30,2025-12-21,1
u-00400,Employee 400,HR,Figma,Standard,1300.0,1,0,2026-05-09,2026-03-27,1
u-00401,Employee 401,Design,Slack,Premium,1120.0,31,22,2026-05-20,2025-05-06,0
u-00401,Employee 401,Design,Figma,Standard,1300.0,1,1,2026-04-21,2025-02-10,0
u-00401,Employee 401,Design,Notion,Standard,900.0,21,24,2026-05-21,2024-11-18,0
u-00402,Employee 402,Engineering,Jira,Standard,1500.0,113,22,2026-05-20,2026-03-30,0
u-00402,Employee 402,Engineering,HubSpot,Standard,4500.0,1,0,2026-05-11,2025-03-20,1
u-00402,Employee 402,Engineering,Figma,Premium,2080.0,76,19,2026-05-19,2025-10-05,0
u-00402,Employee 402,Engineering,Slack,Standard,700.0,1,1,2026-04-11,2024-10-09,0
u-00403,Employee 403,Design,Notion,Standard,900.0,50,16,2026-05-22,2024-10-28,0
u-00403,Employee 403,Design,Figma,Standard,1300.0,34,17,2026-05-20,2025-01-13,0
u-00403,Employee 403,Design,Jira,Premium,2400.0,104,19,2026-05-22,2025-05-17,0
u-00403,Employee 403,Design,HubSpot,Premium,7200.0,36,24,2026-05-21,2024-01-26,0
u-00404,Employee 404,Design,Slack,Premium,1120.0,64,24,2026-05-21,2024-07-18,0
u-00404,Employee 404,Design,Zoom,Premium,1920.0,1,0,2026-04-25,2024-12-11,1
u-00405,Employee 405,Design,Notion,Enterprise,2160.0,55,13,2026-05-19,2025-04-15,0
u-00405,Employee 405,Design,HubSpot,Standard,4500.0,95,21,2026-05-19,2025-08-21,0
u-00405,Employee 405,Design,Zoom,Standard,1200.0,22,18,2026-05-20,2026-01-16,0
u-00406,Employee 406,Operations,Zoom,Standard,1200.0,98,20,2026-05-21,2024-10-15,0
u-00407,Employee 407,Legal,Slack,Standard,700.0,71,21,2026-05-19,2025-10-09,0
u-00407,Employee 407,Legal,Salesforce,Standard,12000.0,0,0,,2024-08-06,1
u-00408,Employee 408,Engineering,Slack,Standard,700.0,89,29,2026-05-19,2025-09-15,0
u-00408,Employee 408,Engineering,Jira,Standard,1500.0,0,1,,2025-01-15,0
u-00408,Employee 408,Engineering,Salesforce,Standard,12000.0,1,0,2026-05-07,2024-02-11,1
u-00409,Employee 409,Operations,Zoom,Premium,1920.0,96,11,2026-05-22,2024-04-26,0
u-00410,Employee 410,Sales,Notion,Premium,1440.0,2,0,2026-04-24,2023-12-15,1
u-00410,Employee 410,Sales,HubSpot,Premium,7200.0,79,16,2026-05-20,2024-12-25,0
u-00410,Employee 410,Sales,Salesforce,Standard,12000.0,107,20,2026-05-22,2025-09-07,0
u-00410,Employee 410,Sales,Jira,Standard,1500.0,7,4,2026-05-18,2024-01-26,1
u-00411,Employee 411,Operations,Figma,Premium,2080.0,42,29,2026-05-20,2025-05-14,0
u-00411,Employee 411,Operations,HubSpot,Premium,7200.0,0,0,,2023-12-10,1
u-00411,Employee 411,Operations,Notion,Standard,900.0,2,0,2026-04-23,2024-10-19,1
u-00412,Employee 412,Sales,GitHub,Premium,2880.0,2,0,2026-04-24,2024-04-06,1
u-00412,Employee 412,Sales,HubSpot,Enterprise,10800.0,81,16,2026-05-22,2024-08-22,0
u-00412,Employee 412,Sales,Zoom,Premium,1920.0,81,15,2026-05-20,2026-01-29,0
u-00412,Employee 412,Sales,Notion,Enterprise,2160.0,73,14,2026-05-21,2024-05-31,0
u-00413,Employee 413,Engineering,Jira,Premium,2400.0,66,18,2026-05-19,2024-01-25,0
u-00414,Employee 414,Marketing,HubSpot,Standard,4500.0,69,28,2026-05-22,2026-03-08,0
u-00414,Employee 414,Marketing,Slack,Standard,700.0,24,27,2026-05-20,2025-03-13,0
u-00414,Employee 414,Marketing,Salesforce,Enterprise,28800.0,39,17,2026-05-20,2025-06-01,0
u-00415,Employee 415,Operations,Notion,Standard,900.0,75,28,2026-05-22,2023-12-29,0
u-00415,Employee 415,Operations,Salesforce,Enterprise,28800.0,95,14,2026-05-22,2025-07-13,0
u-00416,Employee 416,HR,Jira,Standard,1500.0,77,21,2026-05-21,2026-04-02,0
u-00416,Employee 416,HR,Figma,Premium,2080.0,2,1,2026-05-07,2024-12-03,1
u-00417,Employee 417,Design,Salesforce,Premium,19200.0,70,27,2026-05-20,2024-03-11,0
u-00418,Employee 418,HR,Salesforce,Standard,12000.0,32,19,2026-05-21,2024-11-12,0
u-00418,Employee 418,HR,Slack,Premium,1120.0,2,1,2026-04-16,2024-06-19,0
u-00419,Employee 419,HR,GitHub,Enterprise,4320.0,2,0,2026-05-02,2026-04-08,1
u-00419,Employee 419,HR,Zoom,Standard,1200.0,27,11,2026-05-22,2024-10-03,0
u-00419,Employee 419,HR,Figma,Standard,1300.0,100,25,2026-05-21,2025-04-13,0
u-00419,Employee 419,HR,Salesforce,Premium,19200.0,46,25,2026-05-21,2025-05-14,0
u-00420,Employee 420,Marketing,Zoom,Enterprise,2880.0,119,21,2026-05-20,2025-02-18,0
u-00421,Employee 421,Design,Slack,Standard,700.0,80,16,2026-05-22,2025-06-30,0
u-00421,Employee 421,Design,HubSpot,Premium,7200.0,2,1,2026-05-05,2025-02-02,1
u-00421,Employee 421,Design,Notion,Premium,1440.0,79,20,2026-05-20,2025-03-16,0
u-00422,Employee 422,Sales,Slack,Enterprise,1680.0,1,0,2026-04-08,2024-11-03,0
u-00422,Employee 422,Sales,Notion,Standard,900.0,118,28,2026-05-22,2024-12-22,0
u-00423,Employee 423,Finance,Figma,Premium,2080.0,78,12,2026-05-20,2025-04-18,0
u-00423,Employee 423,Finance,Jira,Standard,1500.0,78,22,2026-05-19,2025-12-10,0
u-00423,Employee 423,Finance,HubSpot,Premium,7200.0,2,0,2026-04-24,2025-01-15,1
u-00424,Employee 424,Operations,Zoom,Standard,1200.0,27,13,2026-05-21,2024-08-25,0
u-00424,Employee 424,Operations,HubSpot,Standard,4500.0,1,1,2026-05-01,2025-05-28,1
u-00424,Employee 424,Operations,Figma,Standard,1300.0,2,0,2026-05-06,2025-02-08,1
u-00424,Employee 424,Operations,Notion,Standard,900.0,74,14,2026-05-19,2025-08-07,0
u-00425,Employee 425,Engineering,Salesforce,Premium,19200.0,99,19,2026-05-20,2025-05-20,0
u-00425,Employee 425,Engineering,Slack,Standard,700.0,111,16,2026-05-19,2024-03-13,0
u-00425,Employee 425,Engineering,Figma,Premium,2080.0,89,20,2026-05-19,2024-06-16,0
u-00426,Employee 426,Sales,Slack,Premium,1120.0,97,22,2026-05-19,2024-02-17,0
u-00426,Employee 426,Sales,Zoom,Standard,1200.0,20,22,2026-05-22,2026-02-07,0
u-00426,Employee 426,Sales,Jira,Enterprise,3600.0,0,0,,2025-03-06,1
u-00427,Employee 427,Design,HubSpot,Standard,4500.0,100,24,2026-05-22,2024-01-11,0
u-00427,Employee 427,Design,GitHub,Standard,1800.0,6,4,2026-05-14,2023-12-21,1
u-00428,Employee 428,Legal,Figma,Premium,2080.0,116,12,2026-05-20,2025-11-08,0
u-00429,Employee 429,HR,Jira,Premium,2400.0,23,17,2026-05-22,2024-05-03,0
u-00429,Employee 429,HR,Figma,Standard,1300.0,0,0,,2026-01-18,1
u-00430,Employee 430,Engineering,Notion,Premium,1440.0,27,25,2026-05-20,2024-04-26,0
u-00431,Employee 431,Design,Slack,Standard,700.0,47,13,2026-05-21,2024-06-10,0
u-00431,Employee 431,Design,Zoom,Premium,1920.0,87,15,2026-05-19,2024-01-20,0
u-00431,Employee 431,Design,Notion,Standard,900.0,41,12,2026-05-22,2024-11-22,0
u-00432,Employee 432,Legal,GitHub,Standard,1800.0,1,0,2026-05-04,2025-03-13,1
u-00433,Employee 433,Sales,Jira,Standard,1500.0,2,1,2026-05-10,2025-08-30,1
u-00434,Employee 434,Design,Salesforce,Standard,12000.0,4,4,2026-05-10,2025-07-06,1
u-00434,Employee 434,Design,HubSpot,Standard,4500.0,15,15,2026-05-21,2026-01-12,0
u-00435,Employee 435,Finance,GitHub,Standard,1800.0,80,24,2026-05-21,2023-12-20,0
u-00436,Employee 436,Finance,Zoom,Enterprise,2880.0,103,12,2026-05-22,2024-10-01,0
u-00436,Employee 436,Finance,Figma,Standard,1300.0,1,1,2026-05-01,2026-02-12,1
u-00436,Employee 436,Finance,HubSpot,Standard,4500.0,1,1,2026-05-01,2026-01-14,1
u-00437,Employee 437,HR,Notion,Standard,900.0,1,0,2026-05-02,2025-05-02,1
u-00437,Employee 437,HR,Salesforce,Enterprise,28800.0,116,28,2026-05-20,2023-12-17,0
u-00438,Employee 438,Sales,HubSpot,Standard,4500.0,47,17,2026-05-19,2024-05-05,0
u-00439,Employee 439,Design,Zoom,Premium,1920.0,3,0,2026-04-24,2024-08-25,0
u-00439,Employee 439,Design,Slack,Standard,700.0,89,22,2026-05-21,2024-04-06,0
u-00440,Employee 440,Design,Jira,Premium,2400.0,52,11,2026-05-19,2024-11-05,0
u-00441,Employee 441,Operations,Slack,Premium,1120.0,59,13,2026-05-22,2026-02-27,0
u-00441,Employee 441,Operations,Jira,Standard,1500.0,67,16,2026-05-22,2025-01-09,0
u-00441,Employee 441,Operations,Notion,Standard,900.0,0,1,,2023-12-07,0
u-00442,Employee 442,Sales,Figma,Premium,2080.0,0,0,,2024-10-25,1
u-00443,Employee 443,Sales,HubSpot,Standard,4500.0,52,25,2026-05-22,2024-12-01,0
u-00443,Employee 443,Sales,Salesforce,Premium,19200.0,73,28,2026-05-20,2024-04-17,0
u-00443,Employee 443,Sales,Zoom,Standard,1200.0,73,20,2026-05-19,2026-04-04,0
u-00444,Employee 444,Design,Figma,Standard,1300.0,19,15,2026-05-19,2024-10-12,0
u-00444,Employee 444,Design,Notion,Premium,1440.0,0,0,,2025-09-30,1
u-00444,Employee 444,Design,HubSpot,Enterprise,10800.0,45,21,2026-05-22,2024-06-23,0
u-00445,Employee 445,Design,GitHub,Premium,2880.0,93,29,2026-05-22,2026-03-21,0
u-00445,Employee 445,Design,Salesforce,Standard,12000.0,2,0,2026-04-25,2024-10-14,1
u-00445,Employee 445,Design,Jira,Standard,1500.0,1,0,2026-05-08,2024-04-23,1
u-00446,Employee 446,Sales,Notion,Standard,900.0,17,17,2026-05-21,2024-12-01,0
u-00446,Employee 446,Sales,Slack,Enterprise,1680.0,0,0,,2024-10-26,0
u-00447,Employee 447,Legal,Notion,Premium,1440.0,92,10,2026-05-20,2024-11-20,0
u-00447,Employee 447,Legal,Salesforce,Standard,12000.0,36,13,2026-05-19,2024-10-28,0
u-00448,Employee 448,Design,Slack,Premium,1120.0,95,16,2026-05-21,2025-12-07,0
u-00449,Employee 449,Finance,Figma,Enterprise,3120.0,7,2,2026-05-16,2026-01-08,1
u-00449,Employee 449,Finance,GitHub,Premium,2880.0,87,15,2026-05-22,2025-07-02,0
u-00450,Employee 450,Design,Slack,Standard,700.0,96,26,2026-05-21,2024-07-09,0
u-00450,Employee 450,Design,Jira,Standard,1500.0,1,0,2026-04-24,2025-12-31,1
u-00451,Employee 451,HR,Notion,Premium,1440.0,52,19,2026-05-20,2025-11-24,0
u-00451,Employee 451,HR,Slack,Enterprise,1680.0,16,17,2026-05-21,2026-01-05,0
u-00451,Employee 451,HR,Zoom,Enterprise,2880.0,2,1,2026-05-09,2024-10-17,1
u-00452,Employee 452,Marketing,Slack,Premium,1120.0,103,14,2026-05-19,2024-06-21,0
u-00452,Employee 452,Marketing,GitHub,Premium,2880.0,23,19,2026-05-19,2025-10-09,0
u-00453,Employee 453,Engineering,Jira,Premium,2400.0,16,25,2026-05-19,2025-06-15,0
u-00453,Employee 453,Engineering,Figma,Enterprise,3120.0,36,10,2026-05-19,2025-11-19,0
u-00453,Employee 453,Engineering,Zoom,Enterprise,2880.0,82,10,2026-05-21,2025-12-10,0
u-00453,Employee 453,Engineering,Notion,Premium,1440.0,62,13,2026-05-19,2025-11-20,0
u-00454,Employee 454,Marketing,Jira,Premium,2400.0,16,17,2026-05-20,2024-10-24,0
u-00454,Employee 454,Marketing,Salesforce,Standard,12000.0,35,22,2026-05-19,2024-04-15,0
u-00454,Employee 454,Marketing,Slack,Standard,700.0,75,22,2026-05-20,2025-08-11,0
u-00455,Employee 455,HR,Jira,Standard,1500.0,2,1,2026-04-28,2026-04-10,1
u-00455,Employee 455,HR,Slack,Standard,700.0,84,12,2026-05-20,2024-07-27,0
u-00455,Employee 455,HR,GitHub,Standard,1800.0,75,12,2026-05-20,2025-02-11,0
u-00456,Employee 456,Marketing,Slack,Standard,700.0,49,20,2026-05-20,2024-02-16,0
u-00456,Employee 456,Marketing,HubSpot,Standard,4500.0,112,12,2026-05-20,2025-09-26,0
u-00457,Employee 457,Legal,HubSpot,Standard,4500.0,77,28,2026-05-21,2025-11-30,0
u-00457,Employee 457,Legal,Figma,Standard,1300.0,0,0,,2024-08-27,1
u-00458,Employee 458,Legal,Notion,Premium,1440.0,67,18,2026-05-21,2024-07-12,0
u-00458,Employee 458,Legal,Figma,Standard,1300.0,80,23,2026-05-22,2024-10-19,0
u-00458,Employee 458,Legal,HubSpot,Standard,4500.0,105,16,2026-05-22,2024-11-23,0
u-00459,Employee 459,Operations,Zoom,Enterprise,2880.0,51,25,2026-05-21,2025-07-16,0
u-00459,Employee 459,Operations,Jira,Enterprise,3600.0,71,23,2026-05-19,2025-08-24,0
u-00460,Employee 460,Engineering,HubSpot,Premium,7200.0,1,0,2026-04-28,2024-09-21,1
u-00460,Employee 460,Engineering,Jira,Standard,1500.0,1,1,2026-04-11,2025-11-27,0
u-00461,Employee 461,HR,GitHub,Enterprise,4320.0,2,0,2026-05-05,2024-09-11,1
u-00461,Employee 461,HR,HubSpot,Premium,7200.0,16,27,2026-05-20,2024-09-22,0
u-00462,Employee 462,Sales,Notion,Premium,1440.0,1,1,2026-05-05,2025-04-07,1
u-00463,Employee 463,Engineering,GitHub,Standard,1800.0,109,25,2026-05-21,2026-03-10,0
u-00463,Employee 463,Engineering,Jira,Standard,1500.0,39,10,2026-05-21,2026-02-27,0
u-00463,Employee 463,Engineering,Figma,Premium,2080.0,23,12,2026-05-20,2024-10-01,0
u-00463,Employee 463,Engineering,Salesforce,Premium,19200.0,62,26,2026-05-19,2024-10-29,0
u-00464,Employee 464,Sales,Notion,Premium,1440.0,1,0,2026-04-26,2026-03-10,1
u-00465,Employee 465,HR,Slack,Standard,700.0,98,25,2026-05-20,2024-10-06,0
u-00465,Employee 465,HR,Notion,Standard,900.0,33,27,2026-05-20,2024-01-30,0
u-00466,Employee 466,Engineering,Figma,Standard,1300.0,1,1,2026-03-31,2024-12-09,0
u-00467,Employee 467,Legal,Salesforce,Premium,19200.0,0,0,,2025-01-01,1
u-00467,Employee 467,Legal,Jira,Premium,2400.0,79,18,2026-05-22,2024-10-29,0
u-00468,Employee 468,Finance,Notion,Standard,900.0,115,28,2026-05-20,2026-02-13,0
u-00468,Employee 468,Finance,GitHub,Standard,1800.0,93,18,2026-05-22,2024-06-03,0
u-00468,Employee 468,Finance,Jira,Standard,1500.0,89,23,2026-05-21,2025-12-20,0
u-00469,Employee 469,Marketing,Salesforce,Standard,12000.0,38,20,2026-05-21,2024-07-03,0
u-00469,Employee 469,Marketing,Jira,Standard,1500.0,16,11,2026-05-20,2026-02-09,0
u-00470,Employee 470,Engineering,Notion,Standard,900.0,59,27,2026-05-21,2024-07-06,0
u-00470,Employee 470,Engineering,HubSpot,Premium,7200.0,0,0,,2026-04-10,1
u-00471,Employee 471,Engineering,Zoom,Premium,1920.0,61,11,2026-05-21,2025-02-01,0
u-00471,Employee 471,Engineering,Salesforce,Standard,12000.0,82,29,2026-05-21,2025-04-10,0
u-00471,Employee 471,Engineering,Slack,Standard,700.0,46,17,2026-05-19,2024-06-21,0
u-00472,Employee 472,Legal,HubSpot,Enterprise,10800.0,102,20,2026-05-22,2026-01-25,0
u-00472,Employee 472,Legal,GitHub,Standard,1800.0,100,15,2026-05-21,2026-02-19,0
u-00472,Employee 472,Legal,Figma,Standard,1300.0,3,0,2026-03-24,2024-06-02,0
u-00473,Employee 473,Marketing,Notion,Standard,900.0,19,15,2026-05-21,2025-11-23,0
u-00473,Employee 473,Marketing,Zoom,Standard,1200.0,2,1,2026-04-03,2025-03-24,0
u-00473,Employee 473,Marketing,Figma,Standard,1300.0,3,0,2026-04-26,2024-10-11,0
u-00474,Employee 474,Design,Figma,Standard,1300.0,55,17,2026-05-22,2025-02-05,0
u-00474,Employee 474,Design,HubSpot,Standard,4500.0,0,0,,2026-01-18,1
u-00475,Employee 475,Operations,Salesforce,Standard,12000.0,2,0,2026-04-24,2025-12-31,1
u-00476,Employee 476,Operations,Slack,Standard,700.0,115,17,2026-05-21,2025-02-01,0
u-00476,Employee 476,Operations,Zoom,Premium,1920.0,118,19,2026-05-22,2025-04-29,0
u-00477,Employee 477,Engineering,Figma,Standard,1300.0,3,0,2026-04-01,2024-03-19,0
u-00477,Employee 477,Engineering,Zoom,Premium,1920.0,107,27,2026-05-21,2025-01-24,0
u-00477,Employee 477,Engineering,HubSpot,Standard,4500.0,1,0,2026-03-29,2024-09-18,0
u-00477,Employee 477,Engineering,GitHub,Standard,1800.0,110,18,2026-05-22,2024-05-11,0
u-00478,Employee 478,Marketing,Notion,Premium,1440.0,51,29,2026-05-21,2024-08-01,0
u-00479,Employee 479,Engineering,Zoom,Enterprise,2880.0,116,28,2026-05-20,2025-04-26,0
u-00480,Employee 480,Operations,GitHub,Standard,1800.0,1,0,2026-03-25,2025-01-17,0
u-00480,Employee 480,Operations,Notion,Standard,900.0,29,19,2026-05-19,2025-10-23,0
u-00481,Employee 481,Design,Zoom,Premium,1920.0,81,28,2026-05-22,2024-06-18,0
u-00481,Employee 481,Design,GitHub,Standard,1800.0,116,22,2026-05-21,2024-09-30,0
u-00482,Employee 482,Engineering,GitHub,Premium,2880.0,0,1,,2024-02-13,0
u-00482,Employee 482,Engineering,HubSpot,Premium,7200.0,16,11,2026-05-19,2025-10-17,0
u-00483,Employee 483,Design,Notion,Standard,900.0,102,21,2026-05-21,2025-05-21,0
u-00483,Employee 483,Design,Figma,Standard,1300.0,42,20,2026-05-22,2025-07-02,0
