date,instance_id,instance_type,region,environment,cpu_utilization_avg,cpu_utilization_max,hours_running,cost_inr
2026-02-17,i-test-001,t3.medium,ap-south-1,test,0.84,5.83,24,96.0
2026-02-18,i-test-002,t3.medium,us-east-1,test,60.06,68.14,10,40.0
2026-04-02,i-stag-001,t3.large,ap-south-1,staging,51.46,67.24,10,80.0
2026-02-18,i-stag-001,t3.large,ap-south-1,staging,48.39,53.77,10,80.0
2026-04-17,i-test-001,t3.medium,ap-south-1,test,3.71,8.7,24,96.0
2026-04-22,i-stag-002,t3.medium,us-east-1,staging,62.22,77.82,10,40.0
2026-02-26,i-dev-001,t3.medium,ap-south-1,dev,1.24,5.59,24,96.0
2026-02-27,i-prod-006,m5.xlarge,us-east-1,prod,34.72,43.35,24,432.0
2026-03-01,i-dev-004,t3.medium,eu-west-1,dev,41.62,56.47,4,16.0
2026-03-14,i-prod-006,m5.xlarge,us-east-1,prod,33.99,42.3,24,432.0
2026-04-23,i-prod-006,m5.xlarge,us-east-1,prod,70.3,88.94,24,432.0
2026-02-27,i-test-001,t3.medium,ap-south-1,test,1.17,1.69,24,96.0
2026-02-08,i-prod-001,m5.2xlarge,ap-south-1,prod,70.3,81.14,24,864.0
2026-04-05,i-dev-003,t3.large,us-east-1,dev,4.47,10.3,24,192.0
2026-04-17,i-stag-001,t3.large,ap-south-1,staging,71.46,85.21,10,80.0
2026-04-18,i-stag-002,t3.medium,us-east-1,staging,65.92,75.82,4,16.0
2026-03-07,i-test-001,t3.medium,ap-south-1,test,2.72,4.24,24,96.0
2026-04-21,i-prod-005,t3.large,ap-south-1,prod,52.98,67.2,24,192.0
2026-03-08,i-prod-004,r5.xlarge,eu-west-1,prod,65.55,75.12,24,576.0
2026-02-09,i-dev-001,t3.medium,ap-south-1,dev,2.61,7.58,24,96.0
2026-04-29,i-test-001,t3.medium,ap-south-1,test,1.66,4.0,24,96.0
2026-03-14,i-dev-002,t3.medium,ap-south-1,dev,3.86,5.78,24,96.0
2026-04-02,i-test-002,t3.medium,us-east-1,test,31.31,43.53,10,40.0
2026-04-19,i-prod-003,m5.xlarge,us-east-1,prod,67.01,72.86,24,432.0
2026-04-23,i-test-001,t3.medium,ap-south-1,test,4.11,5.83,24,96.0
2026-02-27,i-test-002,t3.medium,us-east-1,test,61.79,67.27,10,40.0
2026-03-30,i-prod-006,m5.xlarge,us-east-1,prod,79.34,90.53,24,1728.0
2026-03-06,i-dev-002,t3.medium,ap-south-1,dev,1.41,3.18,24,96.0
2026-03-30,i-prod-005,t3.large,ap-south-1,prod,59.32,75.4,24,192.0
2026-04-27,i-dev-001,t3.medium,ap-south-1,dev,2.17,5.96,24,96.0
2026-03-23,i-prod-006,m5.xlarge,us-east-1,prod,35.43,53.96,24,432.0
2026-02-05,i-stag-001,t3.large,ap-south-1,staging,42.89,56.76,10,80.0
2026-02-26,i-dev-003,t3.large,us-east-1,dev,4.13,5.18,24,192.0
2026-02-22,i-prod-006,m5.xlarge,us-east-1,prod,69.36,82.3,24,432.0
2026-03-06,i-dev-003,t3.large,us-east-1,dev,3.6,4.14,24,192.0
2026-04-11,i-prod-001,m5.2xlarge,ap-south-1,prod,52.75,71.87,24,864.0
2026-02-09,i-stag-001,t3.large,ap-south-1,staging,40.06,59.51,10,80.0
2026-04-25,i-prod-002,m5.xlarge,ap-south-1,prod,67.84,76.16,24,432.0
2026-03-11,i-ml-001,m5.2xlarge,ap-south-1,prod,30.99,91.65,24,864.0
2026-03-18,i-prod-006,m5.xlarge,us-east-1,prod,37.3,42.49,24,432.0
2026-02-23,i-dev-003,t3.large,us-east-1,dev,5.08,6.87,24,192.0
2026-03-06,i-prod-002,m5.xlarge,ap-south-1,prod,57.32,70.52,24,432.0
2026-04-12,i-prod-002,m5.xlarge,ap-south-1,prod,61.34,76.87,24,432.0
2026-03-04,i-dev-001,t3.medium,ap-south-1,dev,3.56,7.62,24,96.0
2026-04-11,i-prod-002,m5.xlarge,ap-south-1,prod,34.62,45.51,24,432.0
2026-02-25,i-prod-005,t3.large,ap-south-1,prod,58.47,77.45,24,192.0
2026-03-10,i-dev-002,t3.medium,ap-south-1,dev,2.35,5.53,24,96.0
2026-02-19,i-dev-001,t3.medium,ap-south-1,dev,2.2,2.31,24,96.0
2026-04-04,i-prod-006,m5.xlarge,us-east-1,prod,69.41,82.5,24,432.0
2026-04-19,i-stag-001,t3.large,ap-south-1,staging,74.53,92.87,4,32.0
2026-04-15,i-dev-001,t3.medium,ap-south-1,dev,2.81,3.14,24,96.0
2026-03-19,i-prod-003,m5.xlarge,us-east-1,prod,58.54,65.43,24,432.0
2026-04-01,i-stag-002,t3.medium,us-east-1,staging,53.83,62.46,10,40.0
2026-03-15,i-prod-002,m5.xlarge,ap-south-1,prod,51.73,58.74,24,432.0
2026-02-22,i-stag-002,t3.medium,us-east-1,staging,64.52,75.55,4,16.0
2026-02-07,i-prod-005,t3.large,ap-south-1,prod,34.25,49.5,24,192.0
2026-02-10,i-test-002,t3.medium,us-east-1,test,64.6,83.78,10,40.0
2026-02-18,i-prod-003,m5.xlarge,us-east-1,prod,50.4,63.26,24,432.0
2026-04-27,i-ml-001,m5.2xlarge,ap-south-1,prod,30.49,80.96,24,864.0
2026-04-15,i-test-002,t3.medium,us-east-1,test,65.27,78.76,10,40.0
2026-02-18,i-dev-002,t3.medium,ap-south-1,dev,0.58,1.1,24,96.0
2026-03-27,i-dev-003,t3.large,us-east-1,dev,2.74,3.63,24,192.0
2026-03-19,i-stag-002,t3.medium,us-east-1,staging,39.57,45.07,10,40.0
2026-02-24,i-prod-006,m5.xlarge,us-east-1,prod,67.11,77.33,24,432.0
2026-03-25,i-dev-001,t3.medium,ap-south-1,dev,2.82,3.52,24,96.0
2026-04-06,i-prod-001,m5.2xlarge,ap-south-1,prod,47.12,54.57,24,864.0
2026-02-04,i-test-002,t3.medium,us-east-1,test,69.48,85.59,10,40.0
2026-04-27,i-test-001,t3.medium,ap-south-1,test,3.84,8.71,24,96.0
2026-04-01,i-dev-001,t3.medium,ap-south-1,dev,3.22,3.6,24,96.0
2026-03-07,i-test-002,t3.medium,us-east-1,test,50.12,64.13,4,16.0
2026-04-28,i-dev-003,t3.large,us-east-1,dev,1.42,3.11,24,192.0
2026-03-23,i-stag-002,t3.medium,us-east-1,staging,48.99,58.42,10,40.0
2026-03-09,i-ml-001,m5.2xlarge,ap-south-1,prod,20.3,84.58,24,864.0
2026-04-05,i-stag-002,t3.medium,us-east-1,staging,53.12,65.76,4,16.0
2026-03-28,i-dev-002,t3.medium,ap-south-1,dev,2.71,5.31,24,96.0
2026-02-18,i-prod-006,m5.xlarge,us-east-1,prod,46.8,55.86,24,432.0
2026-02-18,i-prod-001,m5.2xlarge,ap-south-1,prod,38.58,44.13,24,864.0
2026-03-17,i-dev-004,t3.medium,eu-west-1,dev,61.32,78.21,10,40.0
2026-04-28,i-prod-004,r5.xlarge,eu-west-1,prod,47.9,67.5,24,576.0
2026-03-03,i-prod-006,m5.xlarge,us-east-1,prod,71.89,87.24,24,432.0
2026-03-21,i-prod-005,t3.large,ap-south-1,prod,70.16,81.81,24,192.0
2026-02-16,i-dev-004,t3.medium,eu-west-1,dev,61.35,80.19,10,40.0
2026-02-20,i-test-001,t3.medium,ap-south-1,test,3.58,4.12,24,96.0
2026-02-22,i-prod-004,r5.xlarge,eu-west-1,prod,69.87,84.11,24,576.0
2026-04-02,i-dev-002,t3.medium,ap-south-1,dev,0.55,0.59,24,96.0
2026-02-02,i-ml-001,m5.2xlarge,ap-south-1,prod,29.67,97.8,24,864.0
2026-03-22,i-stag-002,t3.medium,us-east-1,staging,42.36,53.28,4,16.0
2026-04-26,i-prod-002,m5.xlarge,ap-south-1,prod,67.23,72.86,24,432.0
2026-02-28,i-test-001,t3.medium,ap-south-1,test,2.35,6.69,24,96.0
2026-03-30,i-ml-001,m5.2xlarge,ap-south-1,prod,27.8,94.71,24,864.0
2026-03-27,i-prod-003,m5.xlarge,us-east-1,prod,,58.84,24,432.0
2026-03-24,i-dev-001,t3.medium,ap-south-1,dev,2.32,5.76,24,96.0
2026-03-29,i-test-001,t3.medium,ap-south-1,test,4.33,6.83,24,96.0
2026-04-20,i-dev-004,t3.medium,eu-west-1,dev,45.8,52.21,10,40.0
2026-02-21,i-prod-004,r5.xlarge,eu-west-1,prod,50.07,57.85,24,576.0
2026-03-13,i-stag-001,t3.large,ap-south-1,staging,44.71,51.95,10,80.0
2026-04-02,i-prod-001,m5.2xlarge,ap-south-1,prod,62.03,81.74,24,864.0
2026-03-30,i-dev-002,t3.medium,ap-south-1,dev,0.56,2.45,24,96.0
2026-03-19,i-prod-005,t3.large,ap-south-1,prod,37.87,55.71,24,192.0
2026-03-03,i-ml-001,m5.2xlarge,ap-south-1,prod,33.61,80.11,24,864.0
2026-03-02,i-stag-001,t3.large,ap-south-1,staging,32.57,45.54,10,80.0
2026-04-09,i-prod-005,t3.large,ap-south-1,prod,30.62,39.34,24,192.0
2026-03-26,i-prod-002,m5.xlarge,ap-south-1,prod,35.62,52.53,24,432.0
2026-02-25,i-dev-001,t3.medium,ap-south-1,dev,0.68,5.04,24,96.0
2026-04-04,i-prod-004,r5.xlarge,eu-west-1,prod,67.61,77.6,24,576.0
2026-03-06,i-dev-004,t3.medium,eu-west-1,dev,40.52,53.62,10,40.0
2026-02-20,i-test-002,t3.medium,us-east-1,test,62.77,75.2,10,40.0
2026-02-05,i-dev-003,t3.large,us-east-1,dev,1.26,5.51,24,192.0
2026-02-20,i-prod-004,r5.xlarge,eu-west-1,prod,48.84,59.59,24,576.0
2026-04-10,i-stag-002,t3.medium,us-east-1,staging,41.71,49.1,10,40.0
2026-02-04,i-dev-001,t3.medium,ap-south-1,dev,3.91,5.38,24,96.0
2026-02-07,i-dev-002,t3.medium,ap-south-1,dev,1.21,4.96,24,96.0
2026-04-29,i-stag-001,t3.large,ap-south-1,staging,67.17,82.27,10,80.0
2026-01-30,i-test-001,t3.medium,ap-south-1,test,1.72,2.21,24,96.0
2026-03-07,i-dev-004,t3.medium,eu-west-1,dev,46.21,52.52,4,16.0
2026-02-10,i-stag-001,t3.large,ap-south-1,staging,68.97,74.65,10,80.0
2026-03-20,i-prod-005,t3.large,ap-south-1,prod,42.67,60.76,24,192.0
2026-04-23,i-dev-003,t3.large,us-east-1,dev,2.5,7.27,24,192.0
2026-02-16,i-prod-006,m5.xlarge,us-east-1,prod,61.23,74.37,24,432.0
2026-04-28,i-test-002,t3.medium,us-east-1,test,37.26,50.84,10,40.0
2026-03-17,i-dev-003,t3.large,us-east-1,dev,5.58,9.84,24,192.0
2026-04-01,i-prod-005,t3.large,ap-south-1,prod,70.06,85.67,24,192.0
2026-04-15,i-prod-003,m5.xlarge,us-east-1,prod,49.46,54.92,24,432.0
2026-03-26,i-test-002,t3.medium,us-east-1,test,58.2,77.09,10,40.0
2026-02-21,i-prod-003,m5.xlarge,us-east-1,prod,71.28,78.33,24,432.0
2026-02-22,i-dev-003,t3.large,us-east-1,dev,4.69,6.6,24,192.0
2026-02-08,i-prod-004,r5.xlarge,eu-west-1,prod,58.43,70.16,24,576.0
2026-02-24,i-stag-001,t3.large,ap-south-1,staging,55.46,64.46,10,80.0
2026-02-18,i-stag-002,t3.medium,us-east-1,staging,62.22,77.1,10,40.0
2026-04-14,i-prod-005,t3.large,ap-south-1,prod,58.46,65.8,24,192.0
2026-03-05,i-prod-005,t3.large,ap-south-1,prod,55.53,64.38,24,192.0
2026-02-08,i-stag-001,t3.large,ap-south-1,staging,52.25,58.11,4,32.0
2026-03-17,i-ml-001,m5.2xlarge,ap-south-1,prod,24.61,96.99,24,864.0
2026-04-10,i-prod-005,t3.large,ap-south-1,prod,43.55,56.09,24,192.0
2026-03-09,i-prod-002,m5.xlarge,ap-south-1,prod,50.69,56.56,24,432.0
2026-02-08,i-prod-005,t3.large,ap-south-1,prod,44.79,59.88,24,192.0
2026-04-19,i-ml-001,m5.2xlarge,ap-south-1,prod,33.82,87.07,24,864.0
2026-04-10,i-dev-001,t3.medium,ap-south-1,dev,0.78,1.71,24,96.0
2026-02-13,i-ml-001,m5.2xlarge,ap-south-1,prod,22.01,89.97,24,864.0
2026-03-06,i-prod-005,t3.large,ap-south-1,prod,48.19,59.62,24,192.0
2026-02-17,i-prod-005,t3.large,ap-south-1,prod,45.01,55.98,24,192.0
2026-02-20,i-dev-001,t3.medium,ap-south-1,dev,2.4,5.72,24,96.0
2026-03-09,i-test-001,t3.medium,ap-south-1,test,0.58,1.88,24,96.0
2026-02-26,i-prod-005,t3.large,ap-south-1,prod,42.34,62.1,24,192.0
2026-02-20,i-dev-003,t3.large,us-east-1,dev,2.31,7.07,24,192.0
2026-03-11,i-dev-003,t3.large,us-east-1,dev,5.9,10.71,24,192.0
2026-02-18,i-ml-001,m5.2xlarge,ap-south-1,prod,42.41,80.25,24,864.0
2026-03-29,i-prod-003,m5.xlarge,us-east-1,prod,46.21,55.27,24,432.0
2026-03-18,i-dev-003,t3.large,us-east-1,dev,5.11,8.78,24,192.0
2026-04-01,i-prod-003,m5.xlarge,us-east-1,prod,60.34,69.23,24,432.0
2026-04-24,i-dev-003,t3.large,us-east-1,dev,4.46,8.12,24,192.0
2026-04-09,i-stag-001,t3.large,ap-south-1,staging,50.65,66.64,10,80.0
2026-03-15,i-prod-005,t3.large,ap-south-1,prod,57.46,64.49,24,192.0
2026-03-23,i-test-001,t3.medium,ap-south-1,test,1.73,5.67,24,96.0
2026-03-27,i-test-001,t3.medium,ap-south-1,test,2.59,4.09,24,96.0
2026-04-19,i-dev-003,t3.large,us-east-1,dev,2.64,6.27,24,192.0
2026-03-12,i-stag-001,t3.large,ap-south-1,staging,54.53,74.3,10,80.0
2026-04-04,i-dev-001,t3.medium,ap-south-1,dev,2.59,2.86,24,96.0
2026-03-15,i-prod-006,m5.xlarge,us-east-1,prod,59.56,78.91,24,432.0
2026-04-09,i-prod-006,m5.xlarge,us-east-1,prod,42.19,50.9,24,432.0
2026-03-20,i-dev-001,t3.medium,ap-south-1,dev,1.7,5.42,24,96.0
2026-03-12,i-prod-001,m5.2xlarge,ap-south-1,prod,40.83,47.65,24,864.0
2026-03-30,i-prod-003,m5.xlarge,us-east-1,prod,69.61,77.84,24,432.0
2026-03-12,i-test-002,t3.medium,us-east-1,test,,49.13,10,40.0
2026-04-13,i-dev-004,t3.medium,eu-west-1,dev,66.2,82.79,10,40.0
2026-03-02,i-prod-003,m5.xlarge,us-east-1,prod,37.54,43.09,24,432.0
2026-02-20,i-stag-001,t3.large,ap-south-1,staging,47.52,56.85,10,80.0
2026-01-30,i-prod-006,m5.xlarge,us-east-1,prod,38.25,47.82,24,432.0
2026-04-13,i-stag-002,t3.medium,us-east-1,staging,46.76,52.79,10,40.0
2026-03-18,i-stag-001,t3.large,ap-south-1,staging,53.73,69.52,10,80.0
2026-04-12,i-test-001,t3.medium,ap-south-1,test,3.87,6.3,24,96.0
2026-04-20,i-prod-004,r5.xlarge,eu-west-1,prod,73.65,87.22,24,576.0
2026-02-01,i-dev-002,t3.medium,ap-south-1,dev,1.25,5.71,24,96.0
2026-02-01,i-prod-001,m5.2xlarge,ap-south-1,prod,35.38,51.08,24,864.0
2026-02-15,i-prod-003,m5.xlarge,us-east-1,prod,36.29,53.22,24,432.0
2026-03-21,i-prod-003,m5.xlarge,us-east-1,prod,53.29,64.74,24,432.0
2026-04-29,i-prod-005,t3.large,ap-south-1,prod,70.31,79.77,24,192.0
2026-02-08,i-prod-002,m5.xlarge,ap-south-1,prod,70.74,77.11,24,432.0
2026-02-19,i-dev-003,t3.large,us-east-1,dev,1.7,8.38,24,192.0
2026-04-16,i-prod-003,m5.xlarge,us-east-1,prod,55.35,69.72,24,432.0
2026-04-09,i-ml-001,m5.2xlarge,ap-south-1,prod,36.66,94.96,24,864.0
2026-03-23,i-prod-003,m5.xlarge,us-east-1,prod,60.54,70.97,24,432.0
2026-04-20,i-dev-002,t3.medium,ap-south-1,dev,3.98,7.95,24,96.0
2026-03-14,i-stag-001,t3.large,ap-south-1,staging,63.1,83.08,4,32.0
2026-02-26,i-prod-001,m5.2xlarge,ap-south-1,prod,39.93,46.17,24,864.0
2026-03-08,i-dev-004,t3.medium,eu-west-1,dev,73.34,86.58,4,16.0
2026-01-30,i-prod-004,r5.xlarge,eu-west-1,prod,61.86,67.17,24,576.0
2026-02-06,i-stag-001,t3.large,ap-south-1,staging,35.22,40.91,10,80.0
2026-04-23,i-ml-001,m5.2xlarge,ap-south-1,prod,34.17,92.48,24,864.0
2026-04-18,i-dev-004,t3.medium,eu-west-1,dev,45.42,63.39,4,16.0
2026-03-29,i-dev-002,t3.medium,ap-south-1,dev,3.54,8.3,24,96.0
2026-04-09,i-dev-004,t3.medium,eu-west-1,dev,53.47,59.49,10,40.0
2026-04-23,i-prod-003,m5.xlarge,us-east-1,prod,66.78,83.14,24,432.0
2026-04-15,i-prod-004,r5.xlarge,eu-west-1,prod,31.52,49.7,24,576.0
2026-02-24,i-prod-002,m5.xlarge,ap-south-1,prod,46.77,55.67,24,432.0
2026-03-13,i-prod-001,m5.2xlarge,ap-south-1,prod,34.46,45.49,24,864.0
2026-03-01,i-prod-004,r5.xlarge,eu-west-1,prod,56.66,75.34,24,576.0
2026-03-28,i-test-001,t3.medium,ap-south-1,test,0.72,4.46,24,96.0
2026-02-19,i-ml-001,m5.2xlarge,ap-south-1,prod,36.29,95.77,24,864.0
2026-02-28,i-stag-002,t3.medium,us-east-1,staging,38.2,55.04,4,16.0
2026-02-20,i-prod-005,t3.large,ap-south-1,prod,32.11,39.61,24,192.0
2026-03-18,i-prod-001,m5.2xlarge,ap-south-1,prod,36.84,48.45,24,864.0
2026-02-27,i-prod-005,t3.large,ap-south-1,prod,65.09,70.69,24,192.0
2026-03-20,i-dev-004,t3.medium,eu-west-1,dev,33.55,42.15,10,40.0
2026-04-20,i-dev-003,t3.large,us-east-1,dev,4.75,5.97,24,192.0
2026-04-14,i-stag-002,t3.medium,us-east-1,staging,49.12,67.74,10,40.0
2026-03-05,i-test-001,t3.medium,ap-south-1,test,3.17,3.65,24,96.0
2026-02-14,i-prod-003,m5.xlarge,us-east-1,prod,41.61,49.17,24,432.0
2026-03-10,i-test-001,t3.medium,ap-south-1,test,3.45,6.01,24,96.0
2026-03-16,i-prod-005,t3.large,ap-south-1,prod,36.81,45.19,24,192.0
2026-03-25,i-dev-003,t3.large,us-east-1,dev,5.97,13.01,24,192.0
2026-03-09,i-dev-002,t3.medium,ap-south-1,dev,1.28,3.12,24,96.0
2026-02-03,i-stag-001,t3.large,ap-south-1,staging,69.92,86.62,10,80.0
2026-04-08,i-test-001,t3.medium,ap-south-1,test,,4.92,24,96.0
2026-03-26,i-prod-004,r5.xlarge,eu-west-1,prod,50.82,70.54,24,576.0
2026-02-13,i-prod-002,m5.xlarge,ap-south-1,prod,53.95,60.55,24,432.0
2026-03-28,i-prod-005,t3.large,ap-south-1,prod,57.16,67.52,24,192.0
2026-03-24,i-test-002,t3.medium,us-east-1,test,43.02,61.52,10,40.0
2026-03-10,i-ml-001,m5.2xlarge,ap-south-1,prod,21.8,81.35,24,864.0
2026-03-20,i-stag-001,t3.large,ap-south-1,staging,40.89,46.07,10,80.0
2026-04-04,i-ml-001,m5.2xlarge,ap-south-1,prod,40.42,83.45,24,864.0
2026-04-22,i-prod-001,m5.2xlarge,ap-south-1,prod,67.21,80.08,24,864.0
2026-03-28,i-prod-001,m5.2xlarge,ap-south-1,prod,43.29,51.77,24,864.0
2026-04-19,i-prod-001,m5.2xlarge,ap-south-1,prod,58.08,67.18,24,864.0
2026-03-07,i-ml-001,m5.2xlarge,ap-south-1,prod,42.98,89.44,24,864.0
2026-04-22,i-prod-002,m5.xlarge,ap-south-1,prod,40.55,50.73,24,432.0
2026-03-29,i-prod-004,r5.xlarge,eu-west-1,prod,44.1,60.93,24,576.0
2026-04-25,i-prod-004,r5.xlarge,eu-west-1,prod,50.66,60.21,24,576.0
2026-04-01,i-prod-001,m5.2xlarge,ap-south-1,prod,65.16,78.83,24,864.0
2026-02-17,i-prod-004,r5.xlarge,eu-west-1,prod,,62.13,24,576.0
2026-03-11,i-prod-006,m5.xlarge,us-east-1,prod,73.55,82.99,24,432.0
2026-02-23,i-prod-003,m5.xlarge,us-east-1,prod,57.6,65.11,24,432.0
2026-01-30,i-prod-003,m5.xlarge,us-east-1,prod,32.61,50.61,24,432.0
2026-01-30,i-stag-001,t3.large,ap-south-1,staging,49.44,58.81,10,80.0
2026-02-19,i-dev-004,t3.medium,eu-west-1,dev,53.66,61.23,10,40.0
2026-04-21,i-prod-006,m5.xlarge,us-east-1,prod,52.94,65.46,24,432.0
2026-04-11,i-prod-006,m5.xlarge,us-east-1,prod,37.22,52.32,24,432.0
2026-04-09,i-prod-002,m5.xlarge,ap-south-1,prod,56.53,70.72,24,432.0
2026-02-13,i-prod-006,m5.xlarge,us-east-1,prod,70.07,83.98,24,432.0
2026-04-09,i-test-001,t3.medium,ap-south-1,test,4.18,7.11,24,96.0
2026-01-31,i-test-001,t3.medium,ap-south-1,test,2.99,4.65,24,96.0
2026-04-11,i-dev-001,t3.medium,ap-south-1,dev,3.43,6.0,24,96.0
2026-03-19,i-prod-004,r5.xlarge,eu-west-1,prod,44.63,59.92,24,576.0
2026-03-08,i-test-001,t3.medium,ap-south-1,test,2.23,3.79,24,96.0
2026-04-20,i-ml-001,m5.2xlarge,ap-south-1,prod,31.7,88.86,24,864.0
2026-03-17,i-prod-002,m5.xlarge,ap-south-1,prod,69.5,87.7,24,432.0
2026-03-18,i-prod-004,r5.xlarge,eu-west-1,prod,74.28,89.3,24,576.0
2026-02-16,i-prod-002,m5.xlarge,ap-south-1,prod,45.39,62.71,24,432.0
2026-01-31,i-dev-003,t3.large,us-east-1,dev,4.65,10.82,24,192.0
2026-02-21,i-stag-001,t3.large,ap-south-1,staging,41.24,53.58,4,32.0
2026-02-02,i-prod-003,m5.xlarge,us-east-1,prod,41.33,53.79,24,432.0
2026-02-06,i-prod-002,m5.xlarge,ap-south-1,prod,37.04,45.79,24,432.0
2026-02-22,i-prod-005,t3.large,ap-south-1,prod,31.1,49.15,24,192.0
2026-02-02,i-dev-003,t3.large,us-east-1,dev,5.18,7.74,24,192.0
2026-03-16,i-prod-003,m5.xlarge,us-east-1,prod,55.44,67.4,24,432.0
2026-02-13,i-prod-004,r5.xlarge,eu-west-1,prod,46.98,52.28,24,576.0
2026-02-07,i-prod-001,m5.2xlarge,ap-south-1,prod,47.47,62.12,24,864.0
2026-03-30,i-test-002,t3.medium,us-east-1,test,73.36,86.14,10,40.0
2026-03-12,i-prod-004,r5.xlarge,eu-west-1,prod,71.35,80.14,24,576.0
2026-02-03,i-test-001,t3.medium,ap-south-1,test,1.8,5.53,24,96.0
2026-03-18,i-dev-004,t3.medium,eu-west-1,dev,52.24,69.66,10,40.0
2026-04-16,i-dev-001,t3.medium,ap-south-1,dev,4.42,7.67,24,96.0
2026-02-02,i-prod-001,m5.2xlarge,ap-south-1,prod,44.54,57.33,24,864.0
2026-04-07,i-stag-001,t3.large,ap-south-1,staging,34.56,43.73,10,80.0
2026-03-05,i-test-002,t3.medium,us-east-1,test,50.33,64.13,10,40.0
2026-04-23,i-stag-001,t3.large,ap-south-1,staging,61.1,70.17,10,80.0
2026-03-19,i-prod-001,m5.2xlarge,ap-south-1,prod,59.3,73.62,24,864.0
2026-03-15,i-stag-001,t3.large,ap-south-1,staging,32.57,41.8,4,32.0
2026-03-06,i-dev-001,t3.medium,ap-south-1,dev,4.08,5.04,24,96.0
2026-03-02,i-prod-001,m5.2xlarge,ap-south-1,prod,67.3,78.76,24,864.0
2026-04-20,i-dev-001,t3.medium,ap-south-1,dev,,2.81,24,96.0
2026-04-18,i-prod-001,m5.2xlarge,ap-south-1,prod,45.09,51.09,24,864.0
2026-03-21,i-test-001,t3.medium,ap-south-1,test,4.39,6.04,24,96.0
2026-02-03,i-prod-001,m5.2xlarge,ap-south-1,prod,45.35,52.05,24,864.0
2026-02-05,i-prod-003,m5.xlarge,us-east-1,prod,65.92,80.67,24,432.0
2026-03-10,i-prod-006,m5.xlarge,us-east-1,prod,50.68,67.45,24,432.0
2026-02-11,i-ml-001,m5.2xlarge,ap-south-1,prod,32.32,86.25,24,864.0
2026-02-17,i-dev-003,t3.large,us-east-1,dev,1.07,6.37,24,192.0
2026-02-22,i-ml-001,m5.2xlarge,ap-south-1,prod,36.99,84.15,24,864.0
2026-03-05,i-dev-002,t3.medium,ap-south-1,dev,2.14,6.34,24,96.0
2026-04-09,i-stag-002,t3.medium,us-east-1,staging,60.28,66.5,10,40.0
2026-04-28,i-stag-002,t3.medium,us-east-1,staging,66.25,74.62,10,40.0
2026-02-11,i-prod-003,m5.xlarge,us-east-1,prod,35.11,50.18,24,432.0
2026-02-06,i-prod-006,m5.xlarge,us-east-1,prod,46.02,62.39,24,432.0
2026-03-31,i-dev-003,t3.large,us-east-1,dev,4.74,8.53,24,192.0
2026-03-22,i-prod-001,m5.2xlarge,ap-south-1,prod,30.34,38.63,24,864.0
2026-02-12,i-dev-002,t3.medium,ap-south-1,dev,3.01,3.42,24,96.0
2026-04-14,i-dev-003,t3.large,us-east-1,dev,4.98,7.16,24,192.0
2026-02-02,i-stag-002,t3.medium,us-east-1,staging,60.25,76.67,10,40.0
2026-03-07,i-prod-006,m5.xlarge,us-east-1,prod,40.56,51.55,24,432.0
2026-04-28,i-dev-002,t3.medium,ap-south-1,dev,2.3,3.99,24,96.0
2026-04-29,i-stag-002,t3.medium,us-east-1,staging,47.86,55.21,10,40.0
2026-04-02,i-dev-001,t3.medium,ap-south-1,dev,2.76,6.62,24,96.0
2026-03-13,i-prod-005,t3.large,ap-south-1,prod,64.24,69.77,24,192.0
2026-02-11,i-prod-004,r5.xlarge,eu-west-1,prod,64.75,77.56,24,576.0
2026-02-08,i-prod-003,m5.xlarge,us-east-1,prod,72.75,92.01,24,432.0
2026-03-25,i-prod-004,r5.xlarge,eu-west-1,prod,36.94,50.24,24,576.0
2026-02-04,i-prod-006,m5.xlarge,us-east-1,prod,72.32,91.63,24,432.0
2026-04-14,i-prod-003,m5.xlarge,us-east-1,prod,70.87,87.25,24,432.0
2026-04-27,i-prod-002,m5.xlarge,ap-south-1,prod,60.2,77.28,24,432.0
2026-03-07,i-prod-002,m5.xlarge,ap-south-1,prod,73.09,80.72,24,432.0
2026-03-12,i-stag-002,t3.medium,us-east-1,staging,31.94,39.42,10,40.0
2026-03-03,i-prod-001,m5.2xlarge,ap-south-1,prod,73.65,80.05,24,864.0
2026-02-10,i-prod-001,m5.2xlarge,ap-south-1,prod,45.9,59.66,24,864.0
2026-02-15,i-dev-001,t3.medium,ap-south-1,dev,1.43,5.93,24,96.0
2026-02-19,i-stag-002,t3.medium,us-east-1,staging,51.93,70.35,10,40.0
2026-04-05,i-dev-002,t3.medium,ap-south-1,dev,3.36,5.67,24,96.0
2026-04-16,i-prod-001,m5.2xlarge,ap-south-1,prod,64.4,78.75,24,864.0
2026-02-21,i-prod-005,t3.large,ap-south-1,prod,69.28,85.27,24,192.0
2026-02-05,i-stag-002,t3.medium,us-east-1,staging,31.68,49.02,10,40.0
2026-04-16,i-stag-001,t3.large,ap-south-1,staging,71.77,90.71,10,80.0
2026-03-23,i-dev-001,t3.medium,ap-south-1,dev,2.81,3.03,24,96.0
2026-02-05,i-test-001,t3.medium,ap-south-1,test,2.57,4.18,24,96.0
2026-04-29,i-prod-002,m5.xlarge,ap-south-1,prod,60.59,66.44,24,432.0
2026-04-05,i-ml-001,m5.2xlarge,ap-south-1,prod,34.05,97.99,24,864.0
2026-04-21,i-stag-002,t3.medium,us-east-1,staging,67.76,75.17,10,40.0
