date,instance_id,instance_type,region,environment,cpu_utilization_avg,cpu_utilization_max,hours_running,cost_compute_inr,cost_storage_inr,cost_transfer_inr,cost_other_inr,cost_inr,day_of_week,month,is_weekend,utilization_band,is_idle_candidate,daily_waste_inr
2026-04-04,i-dev-0102,t3.large,us-west-2,dev,44.57,60.01,8,60.7,50.0,5.1,17.84,133.64,5,4,1,normal,False,0.0
2025-11-27,i-prod-0101,m5.2xlarge,us-west-2,prod,51.3,69.35,24,864.0,200.0,242.52,21.28,1327.8,3,11,0,normal,False,0.0
2025-11-09,i-dev-0058,t3.medium,us-east-1,dev,64.07,85.64,4,13.18,25.0,3.76,23.7,65.64,6,11,1,normal,False,0.0
2026-01-22,i-prod-0106,p3.8xlarge,eu-west-1,prod,51.68,67.63,24,22800.0,500.0,109.18,19.88,23429.06,3,1,0,normal,False,0.0
2026-04-17,i-dev-0041,t3.medium,us-west-2,dev,48.67,64.15,14,56.0,25.0,2.98,20.69,104.67,4,4,0,normal,False,0.0
2026-02-02,i-dev-0095,t3.large,eu-west-1,dev,5.43,11.9,24,192.0,50.0,0.25,8.77,251.02,0,2,0,low,False,0.0
2026-02-14,i-dev-0144,m5.2xlarge,eu-west-1,dev,6.75,28.79,4,126.01,200.0,4.73,24.95,355.69,5,2,1,low,False,0.0
2025-10-03,i-stag-0013,m5.2xlarge,ap-south-1,staging,55.8,75.28,10,360.0,200.0,25.55,5.36,590.91,4,10,0,normal,False,0.0
2026-01-13,i-dev-0032,t3.medium,ap-south-1,dev,6.34,23.31,24,96.0,25.0,2.28,20.04,143.32,1,1,0,low,False,0.0
2025-07-16,i-prod-0023,m5.2xlarge,eu-west-1,prod,38.67,56.96,24,864.0,200.0,26.12,21.76,1111.88,2,7,0,normal,False,0.0
2026-03-11,i-test-0072,t3.medium,us-east-1,test,56.18,65.78,14,56.0,25.0,5.5,16.59,103.09,2,3,0,normal,False,0.0
2025-06-18,i-prod-0016,db.r5.xlarge,eu-west-1,prod,51.82,71.81,24,2160.0,1000.0,100.36,10.61,3270.97,2,6,0,normal,False,0.0
2025-05-26,i-stag-0146,t3.medium,eu-west-1,staging,49.47,66.98,12,48.0,25.0,66.6,18.59,158.19,0,5,0,normal,False,0.0
2025-08-14,i-prod-0070,c5.2xlarge,ap-southeast-1,prod,60.11,73.24,24,720.0,100.0,119.76,6.95,946.71,3,8,0,normal,False,0.0
2026-05-21,i-prod-0099,m5.xlarge,ap-southeast-1,prod,37.97,53.67,24,432.0,100.0,1.06,18.98,552.04,3,5,0,normal,False,0.0
2026-02-19,i-prod-0083,m5.2xlarge,ap-southeast-1,prod,38.54,49.39,24,864.0,200.0,11.98,6.04,1082.02,3,2,0,normal,False,0.0
2025-08-16,i-prod-0056,m5.xlarge,us-west-2,prod,39.28,60.97,24,369.95,100.0,39.02,20.84,529.81,5,8,1,normal,False,0.0
2025-05-26,i-prod-0113,p3.8xlarge,eu-west-1,prod,47.6,60.06,24,22800.0,500.0,18.76,18.92,23337.68,0,5,0,normal,False,0.0
2026-03-03,i-prod-0006,m5.xlarge,ap-southeast-1,prod,66.63,90.64,24,432.0,100.0,7.17,17.24,556.41,1,3,0,normal,False,0.0
2026-05-06,i-prod-0143,m5.4xlarge,eu-west-1,prod,42.38,54.14,24,1728.0,400.0,35.11,22.02,2185.13,2,5,0,normal,False,0.0
2025-08-04,i-prod-0103,r5.xlarge,eu-west-1,prod,60.58,77.94,24,576.0,150.0,117.19,24.37,867.56,0,8,0,normal,False,0.0
2026-05-11,i-prod-0063,m5.xlarge,us-west-2,prod,59.58,77.6,24,432.0,100.0,46.69,10.98,589.67,0,5,0,normal,False,0.0
2025-12-17,i-prod-0128,c5.4xlarge,ap-southeast-1,prod,54.43,62.71,24,1440.0,200.0,28.38,5.08,1673.46,2,12,0,normal,False,0.0
2025-09-07,i-prod-0070,c5.2xlarge,ap-southeast-1,prod,69.39,81.71,24,615.94,100.0,18.66,20.86,755.46,6,9,1,normal,False,0.0
2025-07-23,i-dev-0050,t3.large,ap-southeast-1,dev,1.71,16.38,24,192.0,50.0,2.33,7.6,251.93,2,7,0,idle,True,251.93
2026-03-19,i-test-0126,c5.2xlarge,eu-west-1,test,1.1,11.7,24,720.0,100.0,19.53,23.33,862.86,3,3,0,idle,True,862.86
2025-10-02,i-test-0072,t3.medium,us-east-1,test,56.75,78.33,12,48.0,25.0,5.19,17.87,96.06,3,10,0,normal,False,0.0
2026-04-12,i-stag-0052,t3.large,us-east-1,staging,37.74,55.69,0,0.0,50.0,15.2,5.99,71.19,6,4,1,normal,False,0.0
2026-01-18,i-test-0122,m5.xlarge,eu-west-1,test,4.35,22.9,24,389.05,100.0,0.15,22.48,511.68,6,1,1,idle,True,511.68
2025-09-30,i-stag-0132,t3.medium,us-east-1,staging,8.79,26.63,24,112.76,25.0,27.97,14.77,180.5,1,9,0,low,False,0.0
2025-09-06,i-dev-0030,t3.medium,ap-southeast-1,dev,63.46,82.71,4,14.42,25.0,2.42,17.07,58.91,5,9,1,normal,False,0.0
2026-03-03,i-prod-0128,c5.4xlarge,ap-southeast-1,prod,50.99,59.63,24,1440.0,200.0,60.38,14.36,1714.74,1,3,0,normal,False,0.0
2025-06-24,i-prod-0036,c5.2xlarge,us-west-2,prod,45.72,64.21,24,720.0,100.0,36.35,15.02,871.37,1,6,0,normal,False,0.0
2025-12-05,i-prod-0141,m5.xlarge,us-west-2,prod,52.19,66.03,24,432.0,100.0,4.51,12.7,549.21,4,12,0,normal,False,0.0
2025-05-29,i-dev-0038,t3.medium,us-west-2,dev,47.47,64.01,10,47.53,25.0,14.67,22.0,109.2,3,5,0,normal,False,0.0
2025-08-12,i-dev-0061,m5.2xlarge,eu-west-1,dev,15.08,26.07,10,360.0,200.0,11.95,24.6,596.55,1,8,0,low,False,0.0
2026-03-05,i-test-0098,t3.large,eu-west-1,test,10.24,24.16,12,96.0,50.0,39.09,13.27,198.36,3,3,0,low,False,0.0
2026-01-22,i-dev-0102,t3.large,us-west-2,dev,47.33,54.09,12,96.0,50.0,14.69,21.84,182.53,3,1,0,normal,False,0.0
2026-05-08,i-stag-0013,m5.2xlarge,ap-south-1,staging,54.33,62.84,10,360.0,200.0,7.47,13.5,580.97,4,5,0,normal,False,0.0
2025-08-03,i-prod-0120,p3.2xlarge,ap-south-1,prod,58.51,78.16,24,5247.29,250.0,51.12,5.96,5554.37,6,8,1,normal,False,0.0
2025-07-31,i-stag-0010,m5.xlarge,ap-southeast-1,staging,9.37,26.34,24,537.81,100.0,3.5,22.06,663.37,3,7,0,low,False,0.0
2025-11-16,i-test-0098,t3.large,eu-west-1,test,14.01,21.88,0,0.0,50.0,9.09,15.82,74.91,6,11,1,low,False,0.0
2026-02-07,i-prod-0133,c5.2xlarge,ap-southeast-1,prod,55.73,67.38,24,675.41,100.0,3.12,7.87,786.4,5,2,1,normal,False,0.0
2026-04-19,i-prod-0081,db.r5.xlarge,eu-west-1,prod,62.67,71.64,24,1988.89,1000.0,87.6,14.1,3090.59,6,4,1,normal,False,0.0
2026-01-20,i-stag-0131,t3.large,eu-west-1,staging,48.8,60.51,12,96.0,50.0,39.29,5.92,191.21,1,1,0,normal,False,0.0
2026-03-10,i-prod-0016,db.r5.xlarge,eu-west-1,prod,56.58,68.09,24,2160.0,1000.0,31.25,9.92,3201.17,1,3,0,normal,False,0.0
2025-05-29,i-prod-0018,m5.2xlarge,ap-southeast-1,prod,65.7,70.8,24,1026.6,200.0,262.28,7.13,1496.01,3,5,0,normal,False,0.0
2025-12-26,i-prod-0113,p3.8xlarge,eu-west-1,prod,52.47,77.32,24,22800.0,500.0,383.58,6.87,23690.45,4,12,0,normal,False,0.0
2026-01-12,i-test-0118,t3.medium,us-east-1,test,50.54,67.01,10,40.0,25.0,3.16,9.03,77.19,0,1,0,normal,False,0.0
2026-01-23,i-stag-0076,c5.2xlarge,eu-west-1,staging,39.51,54.07,10,300.0,100.0,8.81,9.34,418.15,4,1,0,normal,False,0.0
2025-08-19,i-dev-0032,t3.medium,ap-south-1,dev,0.1,13.81,24,96.0,25.0,0.99,22.09,144.08,1,8,0,idle,True,144.08
2025-07-31,i-test-0025,t3.large,ap-south-1,test,5.68,12.19,24,239.03,50.0,7.08,21.13,317.24,3,7,0,low,False,0.0
2025-10-16,i-test-0097,m5.xlarge,ap-southeast-1,test,44.22,57.07,12,198.72,100.0,1.43,21.31,321.46,3,10,0,normal,False,0.0
2025-10-20,i-stag-0037,m5.xlarge,eu-west-1,staging,53.84,66.49,10,165.6,100.0,5.77,14.52,285.89,0,10,0,normal,False,0.0
2025-09-02,i-stag-0129,m5.2xlarge,ap-southeast-1,staging,2.62,25.85,24,864.0,200.0,2.02,13.92,1079.94,1,9,0,idle,True,1079.94
2025-06-17,i-test-0020,t3.medium,ap-southeast-1,test,4.67,17.71,24,96.0,25.0,5.74,20.25,146.99,1,6,0,idle,True,146.99
2026-03-22,i-test-0142,m5.2xlarge,us-west-2,test,14.83,35.06,0,0.0,200.0,6.56,6.15,212.71,6,3,1,low,False,0.0
2025-05-23,i-dev-0038,t3.medium,us-west-2,dev,53.62,74.54,12,48.0,25.0,16.83,5.72,95.55,4,5,0,normal,False,0.0
2025-10-31,i-prod-0147,m5.xlarge,ap-southeast-1,prod,55.61,77.06,24,514.21,100.0,62.49,22.42,699.12,4,10,0,normal,False,0.0
2025-06-25,i-stag-0009,t3.large,us-west-2,staging,62.9,82.04,10,80.0,50.0,7.17,20.61,157.78,2,6,0,normal,False,0.0
2026-05-11,i-test-0139,c5.2xlarge,eu-west-1,test,9.49,28.93,10,300.0,100.0,4.66,22.58,427.24,0,5,0,low,False,0.0
2025-12-05,i-prod-0104,r5.2xlarge,ap-southeast-1,prod,43.56,57.9,24,1152.0,300.0,67.03,17.96,1536.99,4,12,0,normal,False,0.0
2025-06-30,i-prod-0143,m5.4xlarge,eu-west-1,prod,44.69,64.68,24,2244.42,400.0,17.08,16.42,2677.92,0,6,0,normal,False,0.0
2025-05-26,i-prod-0107,m5.2xlarge,ap-south-1,prod,60.52,79.41,24,864.0,200.0,0.85,12.88,1077.73,0,5,0,normal,False,0.0
2026-02-23,i-stag-0074,db.m5.large,us-west-2,staging,47.26,55.88,10,400.0,500.0,21.05,11.12,932.17,0,2,0,normal,False,0.0
2025-07-26,i-dev-0058,t3.medium,us-east-1,dev,63.09,88.0,4,14.97,25.0,27.83,22.38,90.18,5,7,1,normal,False,0.0
2025-09-08,i-stag-0010,m5.xlarge,ap-southeast-1,staging,0.1,5.6,24,432.0,100.0,26.42,18.93,577.35,0,9,0,idle,True,577.35
2025-11-14,i-test-0020,t3.medium,ap-southeast-1,test,4.41,18.63,24,88.32,25.0,4.99,6.18,124.49,4,11,0,idle,True,124.49
2025-07-03,i-test-0122,m5.xlarge,eu-west-1,test,7.48,25.09,24,432.0,100.0,8.74,6.27,547.01,3,7,0,low,False,0.0
2025-11-24,i-prod-0053,c5.2xlarge,ap-south-1,prod,1.0,24.77,24,720.0,100.0,59.15,21.86,901.01,0,11,0,idle,True,901.01
2025-11-04,i-prod-0103,r5.xlarge,eu-west-1,prod,60.48,67.56,24,529.92,150.0,53.76,17.93,751.61,1,11,0,normal,False,0.0
2025-09-23,i-test-0084,t3.large,ap-south-1,test,0.1,17.33,24,192.0,50.0,2.97,12.65,257.62,1,9,0,idle,True,257.62
2026-05-01,i-test-0055,t3.large,eu-west-1,test,0.1,9.29,24,192.0,50.0,8.67,12.26,262.93,4,5,0,idle,True,262.93
2026-03-02,i-prod-0023,m5.2xlarge,eu-west-1,prod,43.04,59.22,24,864.0,200.0,67.64,13.26,1144.9,0,3,0,normal,False,0.0
2025-06-02,i-test-0097,m5.xlarge,ap-southeast-1,test,50.16,63.39,10,180.0,100.0,5.85,5.67,291.52,0,6,0,normal,False,0.0
2025-12-10,i-prod-0002,c5.4xlarge,us-west-2,prod,17.71,26.78,24,1440.0,200.0,36.39,22.41,1698.8,2,12,0,low,False,0.0
2025-11-02,i-prod-0127,r5.2xlarge,eu-west-1,prod,61.08,66.9,24,900.94,300.0,20.4,20.63,1241.97,6,11,1,normal,False,0.0
2025-08-09,i-prod-0004,m5.4xlarge,ap-southeast-1,prod,69.94,82.19,24,1556.65,400.0,88.65,19.13,2064.43,5,8,1,normal,False,0.0
2025-12-09,i-stag-0146,t3.medium,eu-west-1,staging,43.42,58.3,14,56.0,25.0,39.38,13.39,133.77,1,12,0,normal,False,0.0
2025-07-21,i-test-0072,t3.medium,us-east-1,test,57.0,66.84,14,56.0,25.0,4.11,22.9,108.01,0,7,0,normal,False,0.0
2025-09-18,i-prod-0141,m5.xlarge,us-west-2,prod,55.37,69.75,24,432.0,100.0,256.11,20.49,808.6,3,9,0,normal,False,0.0
2025-05-24,i-test-0065,db.m5.large,ap-southeast-1,test,42.51,53.63,0,0.0,500.0,5.72,20.79,526.51,5,5,1,normal,False,0.0
2025-09-17,i-prod-0080,r5.2xlarge,ap-southeast-1,prod,10.73,31.56,24,1152.0,300.0,31.0,20.92,1503.92,2,9,0,low,False,0.0
2025-05-25,i-prod-0111,m5.4xlarge,us-west-2,prod,45.08,62.43,24,1610.57,400.0,17.36,16.75,2044.68,6,5,1,normal,False,0.0
2026-03-22,i-prod-0147,m5.xlarge,ap-southeast-1,prod,64.23,74.3,24,406.9,100.0,40.36,9.75,557.01,6,3,1,normal,False,0.0
2026-04-12,i-prod-0127,r5.2xlarge,eu-west-1,prod,61.28,74.1,24,1006.4,300.0,446.73,6.77,1759.9,6,4,1,normal,False,0.0
2026-03-10,i-prod-0054,c5.4xlarge,us-west-2,prod,42.21,48.65,24,1440.0,200.0,61.74,14.43,1716.17,1,3,0,normal,False,0.0
2026-03-07,i-prod-0036,c5.2xlarge,us-west-2,prod,42.63,64.36,24,662.36,100.0,30.72,5.12,798.2,5,3,1,normal,False,0.0
2025-11-30,i-test-0065,db.m5.large,ap-southeast-1,test,39.71,49.44,0,0.0,500.0,21.82,23.82,545.64,6,11,1,normal,False,0.0
2025-12-24,i-stag-0003,t3.medium,ap-southeast-1,staging,55.19,78.11,10,40.0,25.0,30.54,13.19,108.73,2,12,0,normal,False,0.0
2025-08-02,i-prod-0054,c5.4xlarge,us-west-2,prod,42.48,50.88,24,1284.71,200.0,97.75,15.35,1597.81,5,8,1,normal,False,0.0
2025-12-30,i-prod-0018,m5.2xlarge,ap-southeast-1,prod,62.55,86.29,24,1051.1,200.0,83.88,19.64,1354.62,1,12,0,normal,False,0.0
2026-01-18,i-test-0148,t3.medium,eu-west-1,test,14.94,39.37,0,0.0,25.0,1.49,15.78,42.27,6,1,1,low,False,0.0
2025-11-06,i-stag-0075,t3.medium,ap-southeast-1,staging,1.08,9.12,24,88.32,25.0,17.63,21.48,152.43,3,11,0,idle,True,152.43
2025-12-02,i-prod-0083,m5.2xlarge,ap-southeast-1,prod,37.41,49.58,24,864.0,200.0,130.43,14.83,1209.26,1,12,0,normal,False,0.0
2025-12-04,i-prod-0019,db.m5.large,eu-west-1,prod,52.53,61.91,24,960.0,500.0,43.18,11.93,1515.11,3,12,0,normal,False,0.0
2025-07-01,i-prod-0004,m5.4xlarge,ap-southeast-1,prod,68.46,92.08,24,1728.0,400.0,61.93,14.24,2204.17,1,7,0,normal,False,0.0
2026-05-21,i-prod-0094,c5.4xlarge,eu-west-1,prod,61.95,73.7,24,1440.0,200.0,81.26,10.74,1732.0,3,5,0,normal,False,0.0
2026-02-14,i-prod-0092,c5.4xlarge,eu-west-1,prod,40.27,62.24,24,1260.09,200.0,25.6,7.03,1492.72,5,2,1,normal,False,0.0
2026-03-30,i-prod-0106,p3.8xlarge,eu-west-1,prod,50.34,65.76,24,29472.59,500.0,124.31,19.61,30116.51,0,3,0,normal,False,0.0
2025-08-04,i-prod-0128,c5.4xlarge,ap-southeast-1,prod,53.19,67.34,24,1440.0,200.0,37.3,16.03,1693.33,0,8,0,normal,False,0.0
2025-08-05,i-dev-0119,t3.medium,us-west-2,dev,34.53,52.69,12,48.0,25.0,12.72,16.11,101.83,1,8,0,normal,False,0.0
2025-08-23,i-dev-0030,t3.medium,ap-southeast-1,dev,63.81,72.61,8,27.79,25.0,23.43,9.32,85.54,5,8,1,normal,False,0.0
2025-10-17,i-prod-0043,db.m5.large,us-east-1,prod,49.61,72.45,24,883.2,500.0,163.01,18.19,1564.4,4,10,0,normal,False,0.0
2025-12-16,i-prod-0128,c5.4xlarge,ap-southeast-1,prod,49.64,56.98,24,1440.0,200.0,181.35,19.46,1840.81,1,12,0,normal,False,0.0
2025-06-01,i-prod-0002,c5.4xlarge,us-west-2,prod,8.72,26.56,24,1323.11,200.0,83.71,16.17,1622.99,6,6,1,low,False,0.0
2026-02-17,i-stag-0131,t3.large,eu-west-1,staging,52.04,59.57,12,96.0,50.0,47.23,14.55,207.78,1,2,0,normal,False,0.0
2025-10-03,i-stag-0121,c5.2xlarge,ap-southeast-1,staging,43.36,56.97,10,300.0,100.0,34.07,9.6,443.67,4,10,0,normal,False,0.0
2026-02-05,i-prod-0035,r5.2xlarge,ap-south-1,prod,55.85,69.32,24,1152.0,300.0,15.87,22.52,1490.39,3,2,0,normal,False,0.0
2026-04-27,i-dev-0119,t3.medium,us-west-2,dev,36.51,52.73,14,56.0,25.0,15.17,16.83,113.0,0,4,0,normal,False,0.0
2025-09-01,i-prod-0105,m5.4xlarge,us-east-1,prod,54.82,73.32,24,1728.0,400.0,9.51,15.69,2153.2,0,9,0,normal,False,0.0
2025-08-06,i-prod-0101,m5.2xlarge,us-west-2,prod,49.36,64.89,24,864.0,200.0,2.02,21.37,1087.39,2,8,0,normal,False,0.0
2025-09-12,i-dev-0095,t3.large,eu-west-1,dev,4.07,15.63,24,192.0,50.0,0.63,20.72,263.35,4,9,0,idle,True,263.35
2026-05-20,i-test-0065,db.m5.large,ap-southeast-1,test,36.75,46.1,10,400.0,500.0,2.34,8.94,911.28,2,5,0,normal,False,0.0
2025-06-01,i-prod-0082,m5.4xlarge,ap-southeast-1,prod,49.66,55.25,24,1587.73,400.0,14.43,24.73,2026.89,6,6,1,normal,False,0.0
2025-09-25,i-prod-0062,m5.2xlarge,ap-southeast-1,prod,0.96,17.95,24,864.0,200.0,151.02,22.79,1237.81,3,9,0,idle,True,1237.81
2026-04-06,i-test-0073,t3.medium,ap-south-1,test,3.61,12.35,24,96.0,25.0,11.82,6.17,138.99,0,4,0,idle,True,138.99
2025-12-06,i-dev-0149,c5.2xlarge,ap-southeast-1,dev,37.86,50.86,8,224.63,100.0,2.54,15.04,342.21,5,12,1,normal,False,0.0
2025-10-05,i-prod-0092,c5.4xlarge,eu-west-1,prod,43.68,64.91,24,1360.51,200.0,266.66,13.89,1841.06,6,10,1,normal,False,0.0
2025-09-05,i-test-0142,m5.2xlarge,us-west-2,test,15.81,24.58,12,432.0,200.0,2.31,17.7,652.01,4,9,0,low,False,0.0
2026-03-22,i-prod-0127,r5.2xlarge,eu-west-1,prod,55.66,78.29,24,1085.07,300.0,77.29,18.82,1481.18,6,3,1,normal,False,0.0
2025-07-28,i-prod-0083,m5.2xlarge,ap-southeast-1,prod,38.64,46.71,24,864.0,200.0,164.7,24.2,1252.9,0,7,0,normal,False,0.0
2026-01-16,i-dev-0027,t3.large,ap-southeast-1,dev,12.36,28.6,10,80.0,50.0,2.73,13.11,145.84,4,1,0,low,False,0.0
2025-08-30,i-prod-0023,m5.2xlarge,eu-west-1,prod,45.75,64.91,24,969.07,200.0,58.73,8.04,1235.84,5,8,1,normal,False,0.0
2026-04-11,i-prod-0089,c5.4xlarge,eu-west-1,prod,58.02,79.44,24,1345.21,200.0,24.58,20.31,1590.1,5,4,1,normal,False,0.0
2025-07-03,i-prod-0080,r5.2xlarge,ap-southeast-1,prod,9.63,21.56,24,1152.0,300.0,73.51,13.09,1538.6,3,7,0,low,False,0.0
2026-04-03,i-dev-0125,t3.medium,us-east-1,dev,47.22,52.71,10,40.0,25.0,0.52,22.11,87.63,4,4,0,normal,False,0.0
2025-05-22,i-test-0118,t3.medium,us-east-1,test,51.27,74.85,12,48.0,25.0,1.44,12.8,87.24,3,5,0,normal,False,0.0
2025-08-24,i-prod-0127,r5.2xlarge,eu-west-1,prod,52.79,58.27,24,989.03,300.0,13.47,23.78,1326.28,6,8,1,normal,False,0.0
2026-03-20,i-prod-0111,m5.4xlarge,us-west-2,prod,42.25,52.87,24,1728.0,400.0,37.04,21.32,2186.36,4,3,0,normal,False,0.0
2025-12-14,i-stag-0075,t3.medium,ap-southeast-1,staging,2.78,25.01,24,85.97,25.0,47.57,8.15,166.69,6,12,1,idle,True,166.69
2025-06-29,i-prod-0105,m5.4xlarge,us-east-1,prod,56.78,80.6,24,2006.84,400.0,78.94,6.97,2492.75,6,6,1,normal,False,0.0
2025-12-04,i-prod-0053,c5.2xlarge,ap-south-1,prod,0.1,5.91,24,720.0,100.0,54.9,12.8,887.7,3,12,0,idle,True,887.7
2026-05-18,i-dev-0102,t3.large,us-west-2,dev,44.1,50.66,12,96.0,50.0,3.02,9.14,158.16,0,5,0,normal,False,0.0
2025-09-28,i-prod-0036,c5.2xlarge,us-west-2,prod,44.16,55.86,24,837.7,100.0,146.28,5.11,1089.09,6,9,1,normal,False,0.0
2025-09-02,i-stag-0010,m5.xlarge,ap-southeast-1,staging,0.1,18.86,24,432.0,100.0,85.68,18.48,636.16,1,9,0,idle,True,636.16
2025-09-22,i-dev-0095,t3.large,eu-west-1,dev,0.1,8.01,24,192.0,50.0,17.46,15.2,274.66,0,9,0,idle,True,274.66
2026-02-13,i-prod-0087,m5.4xlarge,us-east-1,prod,41.0,59.73,24,1728.0,400.0,180.4,12.23,2320.63,4,2,0,normal,False,0.0
2025-06-04,i-prod-0143,m5.4xlarge,eu-west-1,prod,48.23,61.93,24,1728.0,400.0,44.47,15.53,2188.0,2,6,0,normal,False,0.0
2026-03-09,i-stag-0121,c5.2xlarge,ap-southeast-1,staging,44.77,58.39,10,300.0,100.0,1.79,15.67,417.46,0,3,0,normal,False,0.0
2025-10-03,i-test-0148,t3.medium,eu-west-1,test,13.65,37.95,10,40.0,25.0,21.52,23.03,109.55,4,10,0,low,False,0.0
2026-05-03,i-prod-0105,m5.4xlarge,us-east-1,prod,55.43,64.61,24,1602.29,400.0,21.49,20.5,2044.28,6,5,1,normal,False,0.0
2026-01-27,i-test-0118,t3.medium,us-east-1,test,53.69,71.97,10,40.0,25.0,24.63,17.09,106.72,1,1,0,normal,False,0.0
2025-08-17,i-test-0124,m5.xlarge,eu-west-1,test,52.54,61.5,0,0.0,100.0,0.8,23.55,124.35,6,8,1,normal,False,0.0
2025-06-17,i-dev-0058,t3.medium,us-east-1,dev,59.94,71.98,14,56.0,25.0,7.11,12.61,100.72,1,6,0,normal,False,0.0
2026-03-14,i-prod-0128,c5.4xlarge,ap-southeast-1,prod,60.68,65.99,24,1232.68,200.0,72.77,24.35,1529.8,5,3,1,normal,False,0.0
2025-09-02,i-prod-0069,r5.xlarge,us-east-1,prod,54.42,67.26,24,576.0,150.0,38.22,24.77,788.99,1,9,0,normal,False,0.0
2025-08-31,i-dev-0095,t3.large,eu-west-1,dev,8.61,25.44,24,208.49,50.0,16.9,8.95,284.34,6,8,1,low,False,0.0
2026-04-20,i-dev-0061,m5.2xlarge,eu-west-1,dev,23.15,43.42,14,504.0,200.0,18.88,24.02,746.9,0,4,0,normal,False,0.0
2026-03-27,i-stag-0037,m5.xlarge,eu-west-1,staging,52.24,72.97,10,180.0,100.0,35.84,22.59,338.43,4,3,0,normal,False,0.0
2026-05-12,i-prod-0077,m5.xlarge,ap-south-1,prod,59.6,80.57,24,432.0,100.0,0.31,16.38,548.69,1,5,0,normal,False,0.0
2025-08-31,i-stag-0146,t3.medium,eu-west-1,staging,42.1,50.59,8,34.75,25.0,48.08,6.45,114.28,6,8,1,normal,False,0.0
2025-11-18,i-prod-0048,m5.xlarge,us-west-2,prod,63.0,73.7,24,432.0,100.0,23.31,13.74,569.05,1,11,0,normal,False,0.0
2025-09-12,i-prod-0143,m5.4xlarge,eu-west-1,prod,43.16,55.01,24,1728.0,400.0,25.73,18.81,2172.54,4,9,0,normal,False,0.0
2025-06-02,i-prod-0115,c5.4xlarge,ap-south-1,prod,9.71,27.67,24,1440.0,200.0,48.08,24.37,1712.45,0,6,0,low,False,0.0
2026-03-05,i-dev-0117,t3.large,us-west-2,dev,51.69,72.98,10,80.0,50.0,6.04,19.53,155.57,3,3,0,normal,False,0.0
2025-06-15,i-dev-0078,t3.large,ap-south-1,dev,61.9,73.89,0,0.0,50.0,29.54,15.08,94.62,6,6,1,normal,False,0.0
2026-01-11,i-prod-0103,r5.xlarge,eu-west-1,prod,65.61,87.53,24,507.52,150.0,10.57,16.38,684.47,6,1,1,normal,False,0.0
2025-08-18,i-dev-0060,t3.medium,eu-west-1,dev,13.23,20.89,10,40.0,25.0,9.61,7.11,81.72,0,8,0,low,False,0.0
2025-11-30,i-prod-0045,m5.2xlarge,us-east-1,prod,62.2,68.38,24,907.01,200.0,9.04,8.67,1124.72,6,11,1,normal,False,0.0
2026-04-18,i-test-0042,t3.medium,ap-south-1,test,3.65,25.03,24,89.24,25.0,7.34,14.67,136.25,5,4,1,idle,True,136.25
2026-01-28,i-test-0042,t3.medium,ap-south-1,test,6.03,12.33,24,96.0,25.0,44.67,16.95,182.62,2,1,0,low,False,0.0
2025-10-03,i-stag-0014,c5.2xlarge,ap-south-1,staging,53.7,64.38,10,300.0,100.0,8.43,13.67,422.1,4,10,0,normal,False,0.0
2025-09-24,i-dev-0067,t3.medium,ap-south-1,dev,2.31,7.59,24,96.0,25.0,1.29,13.62,135.91,2,9,0,idle,True,135.91
2025-12-02,i-test-0039,t3.large,ap-south-1,test,12.9,33.7,10,80.0,50.0,29.11,10.52,169.63,1,12,0,low,False,0.0
2025-09-23,i-prod-0057,m5.xlarge,us-east-1,prod,9.01,22.63,24,432.0,100.0,28.68,15.97,576.65,1,9,0,low,False,0.0
2026-03-31,i-stag-0068,t3.medium,us-west-2,staging,64.47,69.51,12,61.96,25.0,3.11,21.37,111.44,1,3,0,normal,False,0.0
2026-01-16,i-stag-0076,c5.2xlarge,eu-west-1,staging,43.78,58.98,12,360.0,100.0,62.62,8.94,531.56,4,1,0,normal,False,0.0
2026-02-04,i-prod-0056,m5.xlarge,us-west-2,prod,36.95,55.24,24,432.0,100.0,49.03,14.85,595.88,2,2,0,normal,False,0.0
2026-02-26,i-prod-0054,c5.4xlarge,us-west-2,prod,39.44,48.78,24,1676.39,200.0,23.81,21.72,1921.92,3,2,0,normal,False,0.0
2026-05-21,i-dev-0119,t3.medium,us-west-2,dev,37.27,52.99,10,40.0,25.0,0.23,21.09,86.32,3,5,0,normal,False,0.0
2026-01-14,i-stag-0096,c5.2xlarge,us-east-1,staging,61.71,73.31,12,360.0,100.0,8.2,23.64,491.84,2,1,0,normal,False,0.0
2025-06-21,i-dev-0030,t3.medium,ap-southeast-1,dev,65.31,88.11,0,0.0,25.0,23.26,11.46,59.72,5,6,1,normal,False,0.0
2025-09-15,i-test-0072,t3.medium,us-east-1,test,58.81,64.92,10,40.0,25.0,6.05,6.49,77.54,0,9,0,normal,False,0.0
2026-04-11,i-prod-0015,m5.2xlarge,eu-west-1,prod,53.14,59.65,24,807.13,200.0,8.32,17.18,1032.63,5,4,1,normal,False,0.0
2025-05-24,i-test-0039,t3.large,ap-south-1,test,12.04,25.35,0,0.0,50.0,15.64,21.49,87.13,5,5,1,low,False,0.0
2025-09-26,i-prod-0008,db.m5.large,ap-southeast-1,prod,39.88,49.42,24,960.0,500.0,103.2,21.31,1584.51,4,9,0,normal,False,0.0
2026-05-13,i-prod-0053,c5.2xlarge,ap-south-1,prod,6.5,15.82,24,720.0,100.0,23.78,20.05,863.83,2,5,0,low,False,0.0
