user_id,employee_name,department,tool,license_type,monthly_cost_inr,logins_last_30d,active_days_last_30d,last_login_date,assigned_date,truly_unused,has_ever_logged_in,days_since_last_login,usage_category,annual_cost_inr,is_recommendation_candidate
u-00254,Employee 254,Marketing,GitHub,Standard,1800,66,24,2026-05-19,2024-10-25,0,True,3,active,21600,False
u-00255,Employee 255,Legal,GitHub,Standard,1800,1,1,2026-04-29,2024-10-12,0,True,23,low,21600,True
u-00256,Employee 256,Sales,Jira,Standard,1500,5,4,2026-05-08,2025-03-04,1,True,14,active,18000,False
u-00256,Employee 256,Sales,Zoom,Standard,1200,114,18,2026-05-19,2024-06-01,0,True,3,active,14400,False
u-00257,Employee 257,HR,HubSpot,Enterprise,10800,65,13,2026-05-19,2024-09-12,0,True,3,active,129600,False
u-00257,Employee 257,HR,Salesforce,Standard,12000,2,0,2026-05-02,2026-01-16,1,True,20,low,144000,True
u-00258,Employee 258,Finance,GitHub,Standard,1800,96,13,2026-05-20,2025-03-28,0,True,2,active,21600,False
u-00258,Employee 258,Finance,Figma,Standard,1300,41,10,2026-05-21,2025-11-28,0,True,1,active,15600,False
u-00259,Employee 259,Finance,Figma,Enterprise,3120,95,16,2026-05-19,2025-08-13,0,True,3,active,37440,False
u-00259,Employee 259,Finance,Salesforce,Standard,12000,43,12,2026-05-22,2025-01-07,0,True,0,active,144000,False
u-00259,Employee 259,Finance,GitHub,Standard,1800,46,13,2026-05-22,2025-02-18,0,True,0,active,21600,False
u-00259,Employee 259,Finance,Slack,Standard,700,85,16,2026-05-19,2025-07-14,0,True,3,active,8400,False
u-00260,Employee 260,Marketing,GitHub,Standard,1800,32,29,2026-05-21,2025-09-09,0,True,1,active,21600,False
u-00261,Employee 261,Marketing,Slack,Enterprise,1680,63,25,2026-05-22,2024-04-27,0,True,0,active,20160,False
u-00261,Employee 261,Marketing,Salesforce,Standard,12000,74,11,2026-05-20,2025-03-07,0,True,2,active,144000,False
u-00262,Employee 262,Marketing,GitHub,Enterprise,4320,5,3,2026-05-18,2025-11-07,1,True,4,active,51840,False
u-00263,Employee 263,HR,HubSpot,Enterprise,10800,2,1,2026-05-02,2025-01-29,1,True,20,low,129600,True
u-00263,Employee 263,HR,Salesforce,Premium,19200,2,1,2026-05-10,2025-09-21,1,True,12,low,230400,True
u-00264,Employee 264,Legal,GitHub,Standard,1800,1,1,2026-05-12,2026-01-04,1,True,10,low,21600,True
u-00264,Employee 264,Legal,Notion,Enterprise,2160,104,14,2026-05-22,2025-02-08,0,True,0,active,25920,False
u-00265,Employee 265,Design,GitHub,Standard,1800,103,14,2026-05-21,2025-03-19,0,True,1,active,21600,False
u-00266,Employee 266,Legal,HubSpot,Standard,4500,3,1,2026-04-29,2025-07-14,0,True,23,low,54000,True
u-00266,Employee 266,Legal,Salesforce,Standard,12000,25,21,2026-05-22,2024-01-31,0,True,0,active,144000,False
u-00267,Employee 267,Sales,Figma,Standard,1300,102,19,2026-05-20,2025-11-11,0,True,2,active,15600,False
u-00267,Employee 267,Sales,Notion,Standard,900,41,23,2026-05-19,2024-02-08,0,True,3,active,10800,False
u-00267,Employee 267,Sales,Zoom,Premium,1920,91,22,2026-05-20,2024-10-03,0,True,2,active,23040,False
u-00268,Employee 268,HR,Salesforce,Standard,12000,118,17,2026-05-20,2025-02-10,0,True,2,active,144000,False
u-00268,Employee 268,HR,HubSpot,Standard,4500,46,12,2026-05-22,2026-02-09,0,True,0,active,54000,False
u-00269,Employee 269,Finance,Salesforce,Standard,12000,114,15,2026-05-19,2026-03-21,0,True,3,active,144000,False
u-00269,Employee 269,Finance,Figma,Standard,1300,53,15,2026-05-20,2025-09-15,0,True,2,active,15600,False
u-00269,Employee 269,Finance,Notion,Premium,1440,115,29,2026-05-20,2024-05-17,0,True,2,active,17280,False
u-00269,Employee 269,Finance,Zoom,Standard,1200,15,15,2026-05-19,2025-05-12,0,True,3,active,14400,False
u-00270,Employee 270,Sales,Zoom,Enterprise,2880,52,22,2026-05-21,2026-03-10,0,True,1,active,34560,False
u-00271,Employee 271,Legal,HubSpot,Standard,4500,2,0,2026-04-30,2025-08-11,1,True,22,low,54000,True
u-00271,Employee 271,Legal,Zoom,Premium,1920,35,10,2026-05-22,2024-01-17,0,True,0,active,23040,False
u-00272,Employee 272,Marketing,Figma,Standard,1300,95,25,2026-05-21,2026-03-20,0,True,1,active,15600,False
u-00273,Employee 273,Legal,Slack,Standard,700,118,29,2026-05-21,2025-03-30,0,True,1,active,8400,False
u-00273,Employee 273,Legal,Jira,Standard,1500,21,16,2026-05-20,2025-02-14,0,True,2,active,18000,False
u-00274,Employee 274,Operations,Figma,Premium,2080,1,1,2026-04-28,2024-10-31,1,True,24,low,24960,True
u-00274,Employee 274,Operations,Zoom,Premium,1920,36,28,2026-05-20,2025-11-12,0,True,2,active,23040,False
u-00275,Employee 275,Operations,Slack,Premium,1120,106,10,2026-05-21,2025-11-30,0,True,1,active,13440,False
u-00275,Employee 275,Operations,Figma,Standard,1300,56,29,2026-05-20,2026-03-04,0,True,2,active,15600,False
u-00276,Employee 276,Marketing,Notion,Standard,900,95,26,2026-05-20,2024-11-15,0,True,2,active,10800,False
u-00276,Employee 276,Marketing,Jira,Standard,1500,114,28,2026-05-21,2024-06-13,0,True,1,active,18000,False
u-00276,Employee 276,Marketing,HubSpot,Standard,4500,116,22,2026-05-21,2024-03-24,0,True,1,active,54000,False
u-00276,Employee 276,Marketing,Figma,Standard,1300,109,16,2026-05-22,2024-05-11,0,True,0,active,15600,False
u-00277,Employee 277,HR,Figma,Premium,2080,33,18,2026-05-19,2024-03-19,0,True,3,active,24960,False
u-00277,Employee 277,HR,HubSpot,Premium,7200,18,28,2026-05-19,2025-07-17,0,True,3,active,86400,False
u-00278,Employee 278,Sales,HubSpot,Premium,7200,110,13,2026-05-21,2025-06-20,0,True,1,active,86400,False
u-00278,Employee 278,Sales,Salesforce,Enterprise,28800,105,11,2026-05-20,2025-01-13,0,True,2,active,345600,False
u-00279,Employee 279,Operations,GitHub,Standard,1800,86,29,2026-05-22,2024-08-29,0,True,0,active,21600,False
u-00279,Employee 279,Operations,Zoom,Premium,1920,27,13,2026-05-20,2024-04-01,0,True,2,active,23040,False
u-00280,Employee 280,Engineering,Figma,Standard,1300,2,0,2026-04-30,2024-06-10,1,True,22,low,15600,True
u-00281,Employee 281,Sales,HubSpot,Premium,7200,40,23,2026-05-19,2024-09-04,0,True,3,active,86400,False
u-00281,Employee 281,Sales,Jira,Standard,1500,72,13,2026-05-20,2024-04-04,0,True,2,active,18000,False
u-00281,Employee 281,Sales,Salesforce,Premium,19200,113,15,2026-05-21,2024-06-06,0,True,1,active,230400,False
u-00281,Employee 281,Sales,Slack,Enterprise,1680,67,22,2026-05-21,2026-02-04,0,True,1,active,20160,False
u-00282,Employee 282,Operations,HubSpot,Standard,4500,44,22,2026-05-22,2026-03-01,0,True,0,active,54000,False
u-00282,Employee 282,Operations,Notion,Premium,1440,111,21,2026-05-22,2024-07-20,0,True,0,active,17280,False
u-00283,Employee 283,Legal,Salesforce,Standard,12000,1,0,2026-05-08,2025-08-05,1,True,14,low,144000,True
u-00284,Employee 284,Finance,GitHub,Standard,1800,5,3,2026-05-13,2025-10-03,1,True,9,active,21600,False
u-00284,Employee 284,Finance,HubSpot,Premium,7200,22,17,2026-05-21,2025-12-17,0,True,1,active,86400,False
u-00285,Employee 285,Marketing,GitHub,Enterprise,4320,1,0,2026-04-28,2025-05-27,1,True,24,low,51840,True
u-00285,Employee 285,Marketing,Jira,Premium,2400,26,20,2026-05-22,2024-01-08,0,True,0,active,28800,False
u-00285,Employee 285,Marketing,Notion,Enterprise,2160,78,25,2026-05-19,2025-02-09,0,True,3,active,25920,False
u-00286,Employee 286,Legal,Slack,Premium,1120,35,28,2026-05-22,2025-09-20,0,True,0,active,13440,False
u-00286,Employee 286,Legal,Salesforce,Standard,12000,1,0,2026-05-01,2025-05-06,1,True,21,low,144000,True
u-00286,Employee 286,Legal,Notion,Standard,900,1,0,2026-05-01,2024-01-01,0,True,21,low,10800,True
u-00286,Employee 286,Legal,GitHub,Enterprise,4320,109,13,2026-05-22,2025-03-30,0,True,0,active,51840,False
u-00287,Employee 287,Finance,Zoom,Enterprise,2880,90,27,2026-05-19,2025-04-09,0,True,3,active,34560,False
u-00288,Employee 288,HR,Salesforce,Premium,19200,53,16,2026-05-19,2024-12-22,0,True,3,active,230400,False
u-00288,Employee 288,HR,GitHub,Premium,2880,70,23,2026-05-22,2025-08-18,0,True,0,active,34560,False
u-00288,Employee 288,HR,Jira,Enterprise,3600,53,17,2026-05-21,2024-04-29,0,True,1,active,43200,False
u-00288,Employee 288,HR,HubSpot,Standard,4500,2,1,2026-05-02,2025-10-03,1,True,20,low,54000,True
u-00289,Employee 289,Finance,Slack,Standard,700,116,18,2026-05-20,2025-07-30,0,True,2,active,8400,False
u-00289,Employee 289,Finance,Jira,Standard,1500,100,23,2026-05-20,2025-01-06,0,True,2,active,18000,False
u-00290,Employee 290,Engineering,Zoom,Enterprise,2880,59,12,2026-05-22,2025-03-21,0,True,0,active,34560,False
u-00291,Employee 291,Legal,GitHub,Standard,1800,3,3,2026-05-12,2024-05-29,1,True,10,active,21600,False
u-00291,Employee 291,Legal,HubSpot,Enterprise,10800,50,24,2026-05-22,2024-11-09,0,True,0,active,129600,False
u-00291,Employee 291,Legal,Notion,Premium,1440,111,28,2026-05-21,2024-11-22,0,True,1,active,17280,False
u-00291,Employee 291,Legal,Zoom,Standard,1200,60,23,2026-05-19,2024-11-04,0,True,3,active,14400,False
u-00292,Employee 292,Design,HubSpot,Standard,4500,94,13,2026-05-19,2024-04-15,0,True,3,active,54000,False
u-00292,Employee 292,Design,Jira,Standard,1500,30,23,2026-05-20,2025-03-12,0,True,2,active,18000,False
u-00292,Employee 292,Design,Slack,Premium,1120,89,18,2026-05-22,2024-02-18,0,True,0,active,13440,False
u-00293,Employee 293,Legal,Zoom,Premium,1920,17,12,2026-05-20,2026-04-15,0,True,2,active,23040,False
u-00293,Employee 293,Legal,Jira,Premium,2400,0,0,,2024-09-02,1,False,999,unused,28800,True
u-00294,Employee 294,Finance,Zoom,Premium,1920,37,13,2026-05-19,2025-02-17,0,True,3,active,23040,False
u-00295,Employee 295,Engineering,GitHub,Standard,1800,19,23,2026-05-19,2026-01-11,0,True,3,active,21600,False
u-00295,Employee 295,Engineering,Figma,Standard,1300,118,27,2026-05-21,2024-10-09,0,True,1,active,15600,False
u-00295,Employee 295,Engineering,Jira,Enterprise,3600,70,11,2026-05-19,2025-07-01,0,True,3,active,43200,False
u-00296,Employee 296,Operations,GitHub,Standard,1800,51,10,2026-05-20,2026-01-18,0,True,2,active,21600,False
u-00296,Employee 296,Operations,Figma,Standard,1300,92,26,2026-05-19,2025-11-29,0,True,3,active,15600,False
u-00297,Employee 297,Sales,GitHub,Enterprise,4320,0,1,,2024-03-15,0,False,999,unused,51840,True
u-00297,Employee 297,Sales,Notion,Standard,900,70,16,2026-05-19,2025-01-12,0,True,3,active,10800,False
u-00297,Employee 297,Sales,Zoom,Standard,1200,39,24,2026-05-21,2025-06-06,0,True,1,active,14400,False
u-00298,Employee 298,Legal,Zoom,Standard,1200,60,23,2026-05-19,2025-02-13,0,True,3,active,14400,False
u-00298,Employee 298,Legal,Jira,Enterprise,3600,90,29,2026-05-21,2024-07-26,0,True,1,active,43200,False
u-00298,Employee 298,Legal,GitHub,Enterprise,4320,1,1,2026-05-08,2024-11-13,1,True,14,low,51840,True
u-00299,Employee 299,Legal,Notion,Standard,900,94,21,2026-05-21,2025-02-28,0,True,1,active,10800,False
u-00300,Employee 300,Operations,Figma,Enterprise,3120,93,20,2026-05-21,2025-11-24,0,True,1,active,37440,False
u-00300,Employee 300,Operations,Jira,Standard,1500,33,20,2026-05-21,2025-05-26,0,True,1,active,18000,False
u-00301,Employee 301,Operations,Jira,Standard,1500,76,28,2026-05-21,2024-05-28,0,True,1,active,18000,False
u-00301,Employee 301,Operations,Notion,Standard,900,43,19,2026-05-22,2024-05-19,0,True,0,active,10800,False
u-00302,Employee 302,Finance,Figma,Standard,1300,2,0,2026-05-04,2024-10-30,1,True,18,low,15600,True
u-00302,Employee 302,Finance,Slack,Premium,1120,71,15,2026-05-20,2025-12-12,0,True,2,active,13440,False
u-00303,Employee 303,Design,Salesforce,Standard,12000,69,22,2026-05-19,2026-04-14,0,True,3,active,144000,False
u-00303,Employee 303,Design,Zoom,Premium,1920,15,12,2026-05-20,2024-05-28,0,True,2,active,23040,False
u-00303,Employee 303,Design,Notion,Premium,1440,21,21,2026-05-19,2025-06-05,0,True,3,active,17280,False
u-00303,Employee 303,Design,Jira,Standard,1500,2,0,2026-04-27,2024-12-10,1,True,25,low,18000,True
u-00304,Employee 304,Design,Figma,Enterprise,3120,80,27,2026-05-20,2024-08-22,0,True,2,active,37440,False
u-00304,Employee 304,Design,Notion,Enterprise,2160,24,21,2026-05-22,2025-05-06,0,True,0,active,25920,False
u-00305,Employee 305,Marketing,HubSpot,Premium,7200,84,12,2026-05-21,2025-05-31,0,True,1,active,86400,False
u-00305,Employee 305,Marketing,Salesforce,Standard,12000,89,11,2026-05-21,2024-11-11,0,True,1,active,144000,False
u-00305,Employee 305,Marketing,Slack,Standard,700,115,14,2026-05-21,2024-09-11,0,True,1,active,8400,False
u-00306,Employee 306,Operations,Slack,Standard,700,118,18,2026-05-20,2024-07-21,0,True,2,active,8400,False
u-00307,Employee 307,Legal,Slack,Premium,1120,42,28,2026-05-22,2025-02-25,0,True,0,active,13440,False
u-00307,Employee 307,Legal,GitHub,Standard,1800,5,3,2026-05-08,2025-08-22,1,True,14,active,21600,False
u-00307,Employee 307,Legal,Jira,Standard,1500,61,15,2026-05-20,2024-12-29,0,True,2,active,18000,False
u-00307,Employee 307,Legal,Salesforce,Enterprise,28800,4,3,2026-05-16,2025-10-05,1,True,6,active,345600,False
u-00308,Employee 308,Marketing,Figma,Premium,2080,2,1,2026-05-06,2024-09-11,1,True,16,low,24960,True
u-00309,Employee 309,Marketing,Slack,Premium,1120,86,26,2026-05-21,2025-04-09,0,True,1,active,13440,False
u-00310,Employee 310,Legal,GitHub,Enterprise,4320,87,26,2026-05-21,2026-02-27,0,True,1,active,51840,False
u-00311,Employee 311,Operations,Figma,Enterprise,3120,0,0,,2024-07-20,0,False,999,unused,37440,True
u-00312,Employee 312,Engineering,Notion,Enterprise,2160,45,28,2026-05-21,2024-08-03,0,True,1,active,25920,False
u-00312,Employee 312,Engineering,Figma,Premium,2080,53,10,2026-05-19,2026-04-15,0,True,3,active,24960,False
u-00312,Employee 312,Engineering,HubSpot,Standard,4500,102,26,2026-05-20,2024-12-01,0,True,2,active,54000,False
u-00312,Employee 312,Engineering,GitHub,Enterprise,4320,53,16,2026-05-21,2025-08-29,0,True,1,active,51840,False
u-00313,Employee 313,Design,Notion,Enterprise,2160,28,15,2026-05-20,2024-05-13,0,True,2,active,25920,False
u-00314,Employee 314,Legal,Salesforce,Premium,19200,1,1,2026-05-08,2024-01-21,1,True,14,low,230400,True
u-00314,Employee 314,Legal,GitHub,Premium,2880,26,18,2026-05-21,2025-05-03,0,True,1,active,34560,False
u-00314,Employee 314,Legal,HubSpot,Premium,7200,45,20,2026-05-20,2025-06-01,0,True,2,active,86400,False
u-00315,Employee 315,Finance,GitHub,Premium,2880,54,25,2026-05-21,2025-09-28,0,True,1,active,34560,False
u-00315,Employee 315,Finance,Slack,Enterprise,1680,47,20,2026-05-22,2025-08-02,0,True,0,active,20160,False
u-00315,Employee 315,Finance,Notion,Standard,900,74,16,2026-05-21,2025-12-09,0,True,1,active,10800,False
u-00316,Employee 316,Engineering,Figma,Standard,1300,38,29,2026-05-22,2025-03-08,0,True,0,active,15600,False
u-00316,Employee 316,Engineering,Salesforce,Enterprise,28800,1,0,2026-05-06,2024-09-12,1,True,16,low,345600,True
u-00317,Employee 317,Engineering,HubSpot,Enterprise,10800,117,15,2026-05-19,2024-06-22,0,True,3,active,129600,False
u-00317,Employee 317,Engineering,Slack,Premium,1120,4,2,2026-05-13,2024-11-14,1,True,9,low,13440,True
u-00317,Employee 317,Engineering,Notion,Premium,1440,45,29,2026-05-20,2026-01-19,0,True,2,active,17280,False
u-00318,Employee 318,HR,Salesforce,Enterprise,28800,2,0,2026-04-26,2024-10-01,1,True,26,low,345600,True
u-00318,Employee 318,HR,HubSpot,Premium,7200,71,21,2026-05-20,2025-05-30,0,True,2,active,86400,False
u-00319,Employee 319,Operations,Salesforce,Standard,12000,1,1,2026-05-06,2026-02-17,1,True,16,low,144000,True
u-00320,Employee 320,HR,Notion,Enterprise,2160,55,27,2026-05-20,2024-01-14,0,True,2,active,25920,False
u-00321,Employee 321,Operations,Figma,Standard,1300,0,0,,2024-02-27,1,False,999,unused,15600,True
u-00321,Employee 321,Operations,Slack,Standard,700,89,10,2026-05-19,2025-11-29,0,True,3,active,8400,False
u-00322,Employee 322,Finance,Figma,Premium,2080,90,10,2026-05-22,2025-09-10,0,True,0,active,24960,False
u-00323,Employee 323,Marketing,Zoom,Enterprise,2880,45,14,2026-05-19,2024-09-25,0,True,3,active,34560,False
u-00323,Employee 323,Marketing,Slack,Premium,1120,3,0,2026-04-17,2025-10-01,0,True,35,low,13440,True
u-00324,Employee 324,Engineering,Figma,Enterprise,3120,49,24,2026-05-22,2025-10-03,0,True,0,active,37440,False
u-00324,Employee 324,Engineering,GitHub,Premium,2880,61,27,2026-05-20,2024-09-08,0,True,2,active,34560,False
u-00325,Employee 325,Finance,HubSpot,Standard,4500,62,14,2026-05-20,2024-03-15,0,True,2,active,54000,False
u-00325,Employee 325,Finance,GitHub,Standard,1800,0,0,,2025-08-21,1,False,999,unused,21600,True
u-00325,Employee 325,Finance,Slack,Standard,700,2,0,2026-04-25,2024-05-01,1,True,27,low,8400,True
u-00325,Employee 325,Finance,Notion,Premium,1440,20,23,2026-05-19,2024-09-26,0,True,3,active,17280,False
u-00326,Employee 326,Legal,GitHub,Premium,2880,56,18,2026-05-19,2024-08-16,0,True,3,active,34560,False
u-00327,Employee 327,Legal,GitHub,Standard,1800,5,4,2026-05-10,2025-02-06,1,True,12,active,21600,False
u-00327,Employee 327,Legal,Notion,Enterprise,2160,3,0,2026-04-12,2025-11-13,0,True,40,low,25920,True
u-00327,Employee 327,Legal,Salesforce,Enterprise,28800,0,0,,2025-03-25,1,False,999,unused,345600,True
u-00328,Employee 328,Legal,GitHub,Standard,1800,6,4,2026-05-11,2024-03-16,1,True,11,active,21600,False
u-00328,Employee 328,Legal,Notion,Standard,900,63,12,2026-05-21,2024-08-19,0,True,1,active,10800,False
u-00328,Employee 328,Legal,HubSpot,Standard,4500,88,28,2026-05-19,2026-02-17,0,True,3,active,54000,False
u-00329,Employee 329,Marketing,Slack,Standard,700,84,11,2026-05-19,2026-01-06,0,True,3,active,8400,False
u-00330,Employee 330,Legal,Notion,Standard,900,79,25,2026-05-19,2024-09-13,0,True,3,active,10800,False
u-00330,Employee 330,Legal,GitHub,Enterprise,4320,67,21,2026-05-20,2025-12-18,0,True,2,active,51840,False
u-00331,Employee 331,HR,Figma,Standard,1300,7,3,2026-05-12,2024-08-04,1,True,10,active,15600,False
u-00331,Employee 331,HR,Notion,Premium,1440,64,19,2026-05-22,2025-05-27,0,True,0,active,17280,False
u-00331,Employee 331,HR,Zoom,Premium,1920,43,14,2026-05-21,2026-01-08,0,True,1,active,23040,False
u-00331,Employee 331,HR,Jira,Standard,1500,0,0,,2024-10-20,1,False,999,unused,18000,True
u-00332,Employee 332,HR,Jira,Premium,2400,34,27,2026-05-22,2026-03-14,0,True,0,active,28800,False
u-00332,Employee 332,HR,HubSpot,Enterprise,10800,1,1,2026-03-26,2024-08-23,0,True,57,low,129600,True
u-00332,Employee 332,HR,Figma,Standard,1300,1,0,2026-05-11,2024-03-09,1,True,11,low,15600,True
u-00333,Employee 333,Engineering,Jira,Standard,1500,16,25,2026-05-20,2025-01-26,0,True,2,active,18000,False
u-00333,Employee 333,Engineering,HubSpot,Enterprise,10800,3,3,2026-05-14,2024-02-11,1,True,8,active,129600,False
u-00334,Employee 334,Operations,GitHub,Enterprise,4320,4,3,2026-05-14,2025-04-11,1,True,8,active,51840,False
u-00334,Employee 334,Operations,Notion,Premium,1440,94,10,2026-05-21,2025-08-09,0,True,1,active,17280,False
u-00335,Employee 335,HR,Salesforce,Enterprise,28800,109,16,2026-05-21,2025-08-17,0,True,1,active,345600,False
u-00336,Employee 336,Design,GitHub,Standard,1800,36,28,2026-05-20,2024-01-30,0,True,2,active,21600,False
u-00336,Employee 336,Design,Salesforce,Premium,19200,26,19,2026-05-20,2024-09-23,0,True,2,active,230400,False
u-00337,Employee 337,Sales,HubSpot,Premium,7200,32,18,2026-05-20,2025-06-30,0,True,2,active,86400,False
u-00338,Employee 338,HR,Jira,Standard,1500,0,0,,2025-01-29,1,False,999,unused,18000,True
u-00339,Employee 339,Operations,Jira,Enterprise,3600,56,26,2026-05-19,2026-04-06,0,True,3,active,43200,False
u-00340,Employee 340,Finance,GitHub,Standard,1800,119,25,2026-05-22,2024-11-14,0,True,0,active,21600,False
u-00340,Employee 340,Finance,Notion,Standard,900,24,11,2026-05-19,2024-04-06,0,True,3,active,10800,False
u-00341,Employee 341,Marketing,Slack,Standard,700,107,29,2026-05-22,2025-09-11,0,True,0,active,8400,False
u-00341,Employee 341,Marketing,Notion,Standard,900,71,18,2026-05-19,2025-03-08,0,True,3,active,10800,False
u-00341,Employee 341,Marketing,Figma,Standard,1300,77,19,2026-05-21,2025-02-18,0,True,1,active,15600,False
u-00341,Employee 341,Marketing,Salesforce,Standard,12000,68,28,2026-05-19,2025-01-11,0,True,3,active,144000,False
u-00342,Employee 342,HR,HubSpot,Standard,4500,96,22,2026-05-22,2025-03-24,0,True,0,active,54000,False
u-00342,Employee 342,HR,Salesforce,Premium,19200,63,16,2026-05-20,2025-05-29,0,True,2,active,230400,False
u-00343,Employee 343,Operations,Zoom,Premium,1920,104,25,2026-05-22,2024-09-01,0,True,0,active,23040,False
u-00344,Employee 344,Engineering,GitHub,Standard,1800,40,21,2026-05-22,2025-02-01,0,True,0,active,21600,False
u-00344,Employee 344,Engineering,Zoom,Enterprise,2880,78,25,2026-05-22,2025-08-30,0,True,0,active,34560,False
u-00345,Employee 345,Design,Zoom,Premium,1920,34,15,2026-05-20,2024-05-27,0,True,2,active,23040,False
u-00345,Employee 345,Design,Slack,Premium,1120,85,15,2026-05-22,2025-06-24,0,True,0,active,13440,False
u-00346,Employee 346,Marketing,Notion,Standard,900,105,21,2026-05-21,2025-03-10,0,True,1,active,10800,False
u-00346,Employee 346,Marketing,GitHub,Standard,1800,91,25,2026-05-19,2024-10-07,0,True,3,active,21600,False
u-00347,Employee 347,HR,Zoom,Standard,1200,108,25,2026-05-22,2025-11-03,0,True,0,active,14400,False
u-00348,Employee 348,HR,HubSpot,Standard,4500,85,12,2026-05-21,2025-08-08,0,True,1,active,54000,False
u-00349,Employee 349,HR,Notion,Standard,900,117,19,2026-05-21,2025-02-12,0,True,1,active,10800,False
u-00349,Employee 349,HR,Figma,Standard,1300,4,4,2026-05-09,2025-07-01,1,True,13,active,15600,False
u-00350,Employee 350,Engineering,HubSpot,Standard,4500,2,1,2026-04-24,2025-05-04,1,True,28,low,54000,True
u-00351,Employee 351,Engineering,Zoom,Standard,1200,23,12,2026-05-19,2024-08-10,0,True,3,active,14400,False
u-00352,Employee 352,Finance,Figma,Standard,1300,102,10,2026-05-19,2025-04-19,0,True,3,active,15600,False
u-00352,Employee 352,Finance,HubSpot,Standard,4500,3,1,2026-04-29,2025-01-19,0,True,23,low,54000,True
u-00352,Employee 352,Finance,GitHub,Standard,1800,2,1,2026-04-23,2025-10-25,1,True,29,low,21600,True
u-00353,Employee 353,Operations,Slack,Standard,700,1,1,2026-04-06,2024-10-16,0,True,46,low,8400,True
u-00354,Employee 354,Design,Salesforce,Premium,19200,41,16,2026-05-22,2026-01-24,0,True,0,active,230400,False
u-00354,Employee 354,Design,Zoom,Enterprise,2880,95,23,2026-05-22,2024-07-22,0,True,0,active,34560,False
u-00354,Employee 354,Design,GitHub,Premium,2880,63,14,2026-05-22,2026-03-01,0,True,0,active,34560,False
u-00354,Employee 354,Design,HubSpot,Standard,4500,15,28,2026-05-21,2025-08-24,0,True,1,active,54000,False
u-00355,Employee 355,Legal,Notion,Standard,900,71,20,2026-05-22,2025-09-17,0,True,0,active,10800,False
u-00355,Employee 355,Legal,HubSpot,Enterprise,10800,5,2,2026-05-11,2025-12-04,1,True,11,low,129600,True
u-00356,Employee 356,HR,Figma,Standard,1300,25,14,2026-05-22,2025-07-29,0,True,0,active,15600,False
u-00356,Employee 356,HR,HubSpot,Standard,4500,87,17,2026-05-21,2025-07-04,0,True,1,active,54000,False
u-00357,Employee 357,Operations,Slack,Enterprise,1680,19,12,2026-05-20,2025-09-28,0,True,2,active,20160,False
u-00358,Employee 358,Finance,HubSpot,Premium,7200,72,12,2026-05-21,2024-03-26,0,True,1,active,86400,False
u-00358,Employee 358,Finance,Salesforce,Enterprise,28800,0,0,,2026-01-09,1,False,999,unused,345600,True
u-00359,Employee 359,Operations,Jira,Enterprise,3600,39,20,2026-05-22,2025-01-11,0,True,0,active,43200,False
u-00359,Employee 359,Operations,Notion,Standard,900,0,0,,2026-01-04,1,False,999,unused,10800,True
u-00360,Employee 360,Engineering,HubSpot,Standard,4500,78,24,2026-05-20,2025-10-10,0,True,2,active,54000,False
u-00360,Employee 360,Engineering,Notion,Standard,900,114,26,2026-05-22,2025-03-21,0,True,0,active,10800,False
u-00360,Employee 360,Engineering,Zoom,Standard,1200,102,14,2026-05-20,2024-06-24,0,True,2,active,14400,False
u-00361,Employee 361,Design,Slack,Premium,1120,2,1,2026-04-15,2025-08-15,0,True,37,low,13440,True
u-00362,Employee 362,Marketing,Salesforce,Standard,12000,36,23,2026-05-21,2025-04-18,0,True,1,active,144000,False
u-00362,Employee 362,Marketing,HubSpot,Standard,4500,83,14,2026-05-21,2024-10-11,0,True,1,active,54000,False
u-00362,Employee 362,Marketing,Zoom,Premium,1920,57,22,2026-05-19,2025-01-16,0,True,3,active,23040,False
u-00362,Employee 362,Marketing,Jira,Standard,1500,2,1,2026-04-24,2024-09-02,1,True,28,low,18000,True
u-00363,Employee 363,Engineering,Slack,Standard,700,80,17,2026-05-22,2024-09-12,0,True,0,active,8400,False
u-00363,Employee 363,Engineering,HubSpot,Standard,4500,60,18,2026-05-22,2025-04-04,0,True,0,active,54000,False
u-00364,Employee 364,Marketing,Figma,Standard,1300,70,14,2026-05-19,2023-12-09,0,True,3,active,15600,False
u-00364,Employee 364,Marketing,Jira,Premium,2400,85,28,2026-05-22,2024-07-24,0,True,0,active,28800,False
u-00365,Employee 365,Operations,Figma,Standard,1300,6,4,2026-05-19,2024-06-23,1,True,3,active,15600,False
u-00365,Employee 365,Operations,GitHub,Premium,2880,0,0,,2026-04-08,1,False,999,unused,34560,True
u-00366,Employee 366,Marketing,Figma,Standard,1300,0,0,,2024-07-15,0,False,999,unused,15600,True
u-00366,Employee 366,Marketing,Notion,Premium,1440,42,24,2026-05-19,2025-07-06,0,True,3,active,17280,False
u-00367,Employee 367,Engineering,HubSpot,Premium,7200,116,11,2026-05-21,2024-07-11,0,True,1,active,86400,False
u-00367,Employee 367,Engineering,GitHub,Standard,1800,107,17,2026-05-21,2025-05-25,0,True,1,active,21600,False
u-00367,Employee 367,Engineering,Jira,Premium,2400,2,0,2026-04-18,2025-05-11,0,True,34,low,28800,True
u-00368,Employee 368,HR,Salesforce,Standard,12000,1,0,2026-05-08,2025-08-15,1,True,14,low,144000,True
u-00368,Employee 368,HR,Notion,Standard,900,3,0,2026-03-27,2025-04-08,0,True,56,low,10800,True
